series_name,date,split,review_count_prior_all,review_count_180d,review_available_prior,review_available_180d,review_appearance_score_prior_mean,review_interior_score_prior_mean,review_space_score_prior_mean,review_power_score_prior_mean,review_control_score_prior_mean,review_comfort_score_prior_mean,review_fuel_consumption_score_prior_mean,review_configuration_score_prior_mean,review_intelligence_score_prior_mean,review_value_score_prior_mean,review_appearance_score_180d_mean,review_interior_score_180d_mean,review_space_score_180d_mean,review_power_score_180d_mean,review_control_score_180d_mean,review_comfort_score_180d_mean,review_fuel_consumption_score_180d_mean,review_configuration_score_180d_mean,review_intelligence_score_180d_mean,review_value_score_180d_mean,review_appearance_positive_180d_rate,review_interior_positive_180d_rate,review_space_positive_180d_rate,review_power_positive_180d_rate,review_control_positive_180d_rate,review_comfort_positive_180d_rate,review_fuel_consumption_positive_180d_rate,review_configuration_positive_180d_rate,review_intelligence_positive_180d_rate,review_value_positive_180d_rate,review_appearance_negative_180d_rate,review_interior_negative_180d_rate,review_space_negative_180d_rate,review_power_negative_180d_rate,review_control_negative_180d_rate,review_comfort_negative_180d_rate,review_fuel_consumption_negative_180d_rate,review_configuration_negative_180d_rate,review_intelligence_negative_180d_rate,review_value_negative_180d_rate,review_appearance_uniform_mention_180d_count,review_interior_uniform_mention_180d_count,review_space_uniform_mention_180d_count,review_power_uniform_mention_180d_count,review_control_uniform_mention_180d_count,review_comfort_uniform_mention_180d_count,review_fuel_consumption_uniform_mention_180d_count,review_configuration_uniform_mention_180d_count,review_intelligence_uniform_mention_180d_count,review_value_uniform_mention_180d_count,review_appearance_uniform_mention_180d_rate,review_interior_uniform_mention_180d_rate,review_space_uniform_mention_180d_rate,review_power_uniform_mention_180d_rate,review_control_uniform_mention_180d_rate,review_comfort_uniform_mention_180d_rate,review_fuel_consumption_uniform_mention_180d_rate,review_configuration_uniform_mention_180d_rate,review_intelligence_uniform_mention_180d_rate,review_value_uniform_mention_180d_rate,review_overall_aspect_score_180d_mean,review_any_positive_180d_rate,review_any_negative_180d_rate,feature_protocol,information_cutoff_exclusive
途昂,2023-04-01,train,134,12,1,1,0.6194029850746269,0.13432835820895522,0.917910447761194,0.44776119402985076,0.03731343283582089,0.029850746268656716,-0.09701492537313433,0.27611940298507465,-0.029850746268656716,0.3805970149253731,0.6666666666666666,0.16666666666666666,1.0,0.3333333333333333,-0.08333333333333333,-0.16666666666666666,-0.4166666666666667,0.16666666666666666,0.08333333333333333,0.5,0.6666666666666666,0.3333333333333333,1.0,0.4166666666666667,0.25,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.25,0.5,0.0,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,0.5,0.5833333333333334,0.25,0.16666666666666666,0.0,8,6,11,6,8,11,11,8,6,11,0.6666666666666666,0.5,0.9166666666666666,0.5,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.5,0.9166666666666666,0.22499999999999998,1.0,0.8333333333333334,fixed_origin,2023-04-01
途胜L,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
途观L,2023-04-01,train,89,10,1,1,0.6853932584269663,0.033707865168539325,0.7528089887640449,0.7191011235955056,0.3595505617977528,0.02247191011235955,0.2808988764044944,0.21348314606741572,-0.16853932584269662,0.2696629213483146,0.8,-0.4,0.6,0.4,0.2,-0.6,0.0,0.1,-0.4,0.2,0.8,0.1,0.8,0.5,0.5,0.1,0.4,0.3,0.0,0.3,0.0,0.5,0.2,0.1,0.3,0.7,0.4,0.2,0.4,0.1,6,6,10,8,6,7,8,5,4,7,0.6,0.6,1.0,0.8,0.6,0.7,0.8,0.5,0.4,0.7,0.09,1.0,0.9,fixed_origin,2023-04-01
途观L新能源,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
速腾,2023-04-01,train,132,12,1,1,0.7651515151515151,0.3409090909090909,0.7575757575757576,0.6590909090909091,0.5909090909090909,-0.09090909090909091,0.5151515151515151,0.2727272727272727,-0.11363636363636363,0.23484848484848486,0.8333333333333334,0.5,1.0,0.8333333333333334,1.0,0.0,0.8333333333333334,0.6666666666666666,0.25,0.5,0.8333333333333334,0.6666666666666666,1.0,0.9166666666666666,1.0,0.5,0.9166666666666666,0.8333333333333334,0.4166666666666667,0.5833333333333334,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.5,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,11,12,12,12,8,11,12,12,6,12,0.9166666666666666,1.0,1.0,1.0,0.6666666666666666,0.9166666666666666,1.0,1.0,0.5,1.0,0.6416666666666667,1.0,0.8333333333333334,fixed_origin,2023-04-01
逸动,2023-04-01,train,74,1,1,1,0.8243243243243243,0.6081081081081081,0.5945945945945946,0.5540540540540541,0.02702702702702703,-0.32432432432432434,0.08108108108108109,0.6891891891891891,0.3108108108108108,0.7162162162162162,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,1.0,1.0,fixed_origin,2023-04-01
钇为3,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
铂智4X,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
锋兰达,2023-04-01,train,6,1,1,1,0.6666666666666666,-1.0,0.6666666666666666,0.6666666666666666,0.5,-0.3333333333333333,0.16666666666666666,-0.3333333333333333,0.5,0.3333333333333333,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.2,1.0,1.0,fixed_origin,2023-04-01
锐界L,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
锐程PLUS,2023-04-01,train,70,70,1,1,0.6714285714285714,0.3142857142857143,0.5714285714285714,0.5428571428571428,0.08571428571428572,0.22857142857142856,0.3,0.5857142857142857,0.14285714285714285,0.45714285714285713,0.6714285714285714,0.3142857142857143,0.5714285714285714,0.5428571428571428,0.08571428571428572,0.22857142857142856,0.3,0.5857142857142857,0.14285714285714285,0.45714285714285713,0.6857142857142857,0.44285714285714284,0.6142857142857143,0.7285714285714285,0.32857142857142857,0.5142857142857142,0.4857142857142857,0.7,0.4142857142857143,0.5285714285714286,0.014285714285714285,0.12857142857142856,0.04285714285714286,0.18571428571428572,0.24285714285714285,0.2857142857142857,0.18571428571428572,0.11428571428571428,0.2714285714285714,0.07142857142857142,50,47,53,63,36,54,52,51,43,49,0.7142857142857143,0.6714285714285714,0.7571428571428571,0.9,0.5142857142857142,0.7714285714285715,0.7428571428571429,0.7285714285714285,0.6142857142857143,0.7,0.39,0.9714285714285714,0.7714285714285715,fixed_origin,2023-04-01
锐际,2023-04-01,train,39,0,1,0,0.48717948717948717,0.28205128205128205,0.6153846153846154,1.0,0.7435897435897436,0.07692307692307693,0.10256410256410256,0.3333333333333333,0.1282051282051282,0.717948717948718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
长安CS75 PLUS,2023-04-01,train,82,1,1,1,0.6585365853658537,0.4878048780487805,0.7439024390243902,0.6219512195121951,0.12195121951219512,-0.15853658536585366,-0.14634146341463414,0.47560975609756095,0.024390243902439025,0.5975609756097561,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,fixed_origin,2023-04-01
长安Lumin,2023-04-01,train,47,29,1,1,0.7872340425531915,0.1702127659574468,0.48936170212765956,0.425531914893617,0.23404255319148937,0.0851063829787234,0.425531914893617,0.10638297872340426,-0.19148936170212766,0.44680851063829785,0.7931034482758621,0.3103448275862069,0.4482758620689655,0.4827586206896552,0.2413793103448276,0.06896551724137931,0.3448275862068966,0.0,-0.06896551724137931,0.3793103448275862,0.7931034482758621,0.4827586206896552,0.5862068965517241,0.4827586206896552,0.5172413793103449,0.3448275862068966,0.4827586206896552,0.3793103448275862,0.2413793103448276,0.4827586206896552,0.0,0.1724137931034483,0.13793103448275862,0.0,0.27586206896551724,0.27586206896551724,0.13793103448275862,0.3793103448275862,0.3103448275862069,0.10344827586206896,21,20,21,13,21,18,23,14,15,23,0.7241379310344828,0.6896551724137931,0.7241379310344828,0.4482758620689655,0.7241379310344828,0.6206896551724138,0.7931034482758621,0.4827586206896552,0.5172413793103449,0.7931034482758621,0.3,0.9310344827586207,0.7931034482758621,fixed_origin,2023-04-01
长安UNI-K,2023-04-01,train,52,1,1,1,0.8461538461538461,0.6923076923076923,0.8076923076923077,0.7115384615384616,0.19230769230769232,0.5576923076923077,0.23076923076923078,0.5769230769230769,0.2692307692307692,0.6153846153846154,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,1,0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,0.0,fixed_origin,2023-04-01
长安UNI-K 智电iDD,2023-04-01,train,86,17,1,1,0.7209302325581395,0.37209302325581395,0.7558139534883721,0.5581395348837209,-0.03488372093023256,0.2441860465116279,0.046511627906976744,0.29069767441860467,-0.2558139534883721,0.4418604651162791,0.7058823529411765,0.29411764705882354,0.7058823529411765,0.35294117647058826,0.17647058823529413,0.23529411764705882,-0.11764705882352941,0.11764705882352941,-0.29411764705882354,0.4117647058823529,0.7058823529411765,0.29411764705882354,0.7647058823529411,0.5294117647058824,0.35294117647058826,0.5882352941176471,0.29411764705882354,0.4117647058823529,0.11764705882352941,0.47058823529411764,0.0,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.4117647058823529,0.29411764705882354,0.4117647058823529,0.058823529411764705,13,7,15,16,8,16,17,10,11,11,0.7647058823529411,0.4117647058823529,0.8823529411764706,0.9411764705882353,0.47058823529411764,0.9411764705882353,1.0,0.5882352941176471,0.6470588235294118,0.6470588235294118,0.25882352941176473,1.0,0.8235294117647058,fixed_origin,2023-04-01
长安UNI-T,2023-04-01,train,82,6,1,1,0.9146341463414634,0.5121951219512195,0.23170731707317074,0.6585365853658537,0.1951219512195122,-0.13414634146341464,0.07317073170731707,0.6707317073170732,0.18292682926829268,0.5,0.8333333333333334,0.0,0.5,1.0,0.5,0.3333333333333333,0.5,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,5,4,5,6,5,6,4,5,5,4,0.8333333333333334,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5833333333333334,1.0,0.6666666666666666,fixed_origin,2023-04-01
长安UNI-V,2023-04-01,train,89,14,1,1,0.8764044943820225,0.47191011235955055,0.06741573033707865,0.8089887640449438,0.42696629213483145,-0.43820224719101125,0.011235955056179775,0.6629213483146067,0.2808988764044944,0.5730337078651685,1.0,0.9285714285714286,0.35714285714285715,0.9285714285714286,0.35714285714285715,-0.5,-0.14285714285714285,0.7857142857142857,0.42857142857142855,1.0,1.0,0.9285714285714286,0.6428571428571429,0.9285714285714286,0.6428571428571429,0.21428571428571427,0.2857142857142857,0.8571428571428571,0.5,1.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.0,14,12,13,13,13,13,13,14,11,14,1.0,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.7857142857142857,1.0,0.5142857142857143,1.0,0.8571428571428571,fixed_origin,2023-04-01
长安启源A07,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
长安启源Q05经典,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
雅阁,2023-04-01,train,97,2,1,1,0.7628865979381443,-0.12371134020618557,0.8350515463917526,0.7731958762886598,0.422680412371134,-0.17525773195876287,0.711340206185567,-0.13402061855670103,-0.21649484536082475,0.5360824742268041,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,fixed_origin,2023-04-01
零跑T03,2023-04-01,train,50,2,1,1,0.66,0.06,0.4,0.52,0.38,-0.1,0.24,0.44,0.24,0.72,0.5,-1.0,0.5,0.5,-0.5,0.0,-1.0,-0.5,-0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1,1,1,1,1,1,2,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,-0.2,1.0,1.0,fixed_origin,2023-04-01
雷凌,2023-04-01,train,100,2,1,1,0.53,-0.34,-0.19,0.33,0.55,-0.3,0.39,0.4,-0.01,0.6,1.0,-0.5,0.0,1.0,1.0,-0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2,2,2,2,2,2,2,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,fixed_origin,2023-04-01
领克03,2023-04-01,train,91,3,1,1,0.9010989010989011,0.7142857142857143,0.16483516483516483,0.9560439560439561,0.6923076923076923,-0.18681318681318682,-0.12087912087912088,0.6043956043956044,-0.45054945054945056,0.6813186813186813,1.0,1.0,1.0,1.0,1.0,0.0,-0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7000000000000001,1.0,0.6666666666666666,fixed_origin,2023-04-01
风光330,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
风光380,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
飞凡F7,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
马自达3 昂克赛拉,2023-04-01,train,98,3,1,1,0.9081632653061225,0.6428571428571429,-0.15306122448979592,0.6938775510204082,0.8775510204081632,-0.1836734693877551,0.21428571428571427,0.41836734693877553,0.09183673469387756,0.45918367346938777,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,1.0,-0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,2,3,3,3,3,3,1,3,0,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.4666666666666666,1.0,0.6666666666666666,fixed_origin,2023-04-01
驱逐舰05,2023-04-01,train,80,16,1,1,0.5,0.1875,0.325,0.6875,0.1625,-0.05,0.625,0.475,0.3375,0.3625,0.25,-0.125,0.4375,0.625,-0.0625,-0.5625,0.5,0.3125,0.125,0.25,0.3125,0.1875,0.4375,0.6875,0.25,0.125,0.6875,0.5,0.25,0.375,0.0625,0.3125,0.0,0.0625,0.3125,0.6875,0.1875,0.1875,0.125,0.125,8,7,10,14,10,15,15,7,7,10,0.5,0.4375,0.625,0.875,0.625,0.9375,0.9375,0.4375,0.4375,0.625,0.175,0.9375,0.8125,fixed_origin,2023-04-01
骐达,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
魏牌 高山,2023-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-04-01
AION S,2023-05-01,train,48,14,1,1,0.5625,0.375,0.4166666666666667,0.625,0.10416666666666667,0.041666666666666664,0.08333333333333333,-0.125,-0.0625,0.25,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.14285714285714285,-0.35714285714285715,-0.5,-0.5714285714285714,-0.2857142857142857,0.0,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.0,0.14285714285714285,0.35714285714285715,0.0,0.0,0.0,0.0,0.21428571428571427,0.5,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.35714285714285715,7,9,6,5,7,12,12,6,7,7,0.5,0.6428571428571429,0.42857142857142855,0.35714285714285715,0.5,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.5,0.5,-0.014285714285714282,0.7857142857142857,0.8571428571428571,fixed_origin,2023-05-01
EVOS,2023-05-01,train,5,2,1,1,1.0,0.8,0.6,1.0,-0.2,0.4,0.0,0.6,-0.2,-0.2,1.0,1.0,0.0,1.0,0.0,0.5,-1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.5,2,2,2,2,2,1,2,2,1,2,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.35,1.0,1.0,fixed_origin,2023-05-01
ID.4 CROZZ,2023-05-01,train,158,15,1,1,0.6139240506329114,0.06329113924050633,0.5759493670886076,0.4620253164556962,0.7468354430379747,0.3924050632911392,0.46835443037974683,0.26582278481012656,-0.41139240506329117,0.44936708860759494,0.5333333333333333,0.13333333333333333,0.6666666666666666,0.4,0.7333333333333333,0.5333333333333333,0.5333333333333333,-0.06666666666666667,-0.6666666666666666,0.26666666666666666,0.6,0.26666666666666666,0.7333333333333333,0.4,0.8,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.4,0.8,0.2,11,9,11,6,14,13,14,11,14,10,0.7333333333333333,0.6,0.7333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.7333333333333333,0.9333333333333333,0.6666666666666666,0.30666666666666664,1.0,0.8666666666666667,fixed_origin,2023-05-01
ID.4 X,2023-05-01,train,145,25,1,1,0.593103448275862,0.1793103448275862,0.593103448275862,0.4827586206896552,0.7172413793103448,0.38620689655172413,0.4068965517241379,0.2413793103448276,-0.1793103448275862,0.2827586206896552,0.64,0.0,0.52,0.4,0.76,0.32,0.56,0.2,-0.36,0.44,0.64,0.24,0.6,0.4,0.8,0.48,0.64,0.36,0.28,0.52,0.0,0.24,0.08,0.0,0.04,0.16,0.08,0.16,0.64,0.08,16,11,16,13,18,22,23,15,22,11,0.64,0.44,0.64,0.52,0.72,0.88,0.92,0.6,0.88,0.44,0.348,0.92,0.72,fixed_origin,2023-05-01
ID.6 CROZZ,2023-05-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-05-01
IQ锐歌,2023-05-01,train,65,59,1,1,0.8307692307692308,0.46153846153846156,0.3384615384615385,0.4461538461538462,0.6461538461538462,0.5846153846153846,0.47692307692307695,0.35384615384615387,-0.4307692307692308,0.13846153846153847,0.8305084745762712,0.423728813559322,0.288135593220339,0.423728813559322,0.6779661016949152,0.6271186440677966,0.5254237288135594,0.3050847457627119,-0.559322033898305,0.11864406779661017,0.8305084745762712,0.4576271186440678,0.4067796610169492,0.423728813559322,0.6949152542372882,0.6610169491525424,0.576271186440678,0.5254237288135594,0.1864406779661017,0.2033898305084746,0.0,0.03389830508474576,0.11864406779661017,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0.22033898305084745,0.7457627118644068,0.0847457627118644,48,36,36,26,37,34,48,39,53,19,0.8135593220338984,0.6101694915254238,0.6101694915254238,0.4406779661016949,0.6271186440677966,0.576271186440678,0.8135593220338984,0.6610169491525424,0.8983050847457628,0.3220338983050847,0.36610169491525424,0.9830508474576272,0.7966101694915254,fixed_origin,2023-05-01
MG4,2023-05-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-05-01
MG6,2023-05-01,train,183,5,1,1,0.7868852459016393,0.14754098360655737,0.48633879781420764,0.6666666666666666,0.19672131147540983,-0.3333333333333333,0.07650273224043716,0.273224043715847,-0.01639344262295082,0.3825136612021858,0.8,0.0,0.6,0.6,-0.2,-0.8,-0.2,0.0,-0.4,0.6,0.8,0.2,0.6,0.8,0.2,0.0,0.4,0.0,0.0,0.6,0.0,0.2,0.0,0.2,0.4,0.8,0.6,0.0,0.4,0.0,4,3,4,5,4,5,5,1,2,4,0.8,0.6,0.8,1.0,0.8,1.0,1.0,0.2,0.4,0.8,0.1,1.0,1.0,fixed_origin,2023-05-01
MG7,2023-05-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-05-01
Model 3,2023-05-01,train,72,1,1,1,0.5972222222222222,0.09722222222222222,-0.06944444444444445,0.8888888888888888,0.6805555555555556,-0.5277777777777778,0.3611111111111111,0.2916666666666667,0.4722222222222222,0.5416666666666666,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,1,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.0,fixed_origin,2023-05-01
Model Y,2023-05-01,train,89,3,1,1,0.4943820224719101,0.14606741573033707,0.8651685393258427,0.8539325842696629,0.6404494382022472,-0.651685393258427,0.550561797752809,0.3258426966292135,0.5393258426966292,0.5842696629213483,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,-1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2,3,2,3,3,3,1,3,3,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6333333333333333,1.0,1.0,fixed_origin,2023-05-01
QQ冰淇淋,2023-05-01,train,10,0,1,0,0.8,0.5,0.3,0.7,0.0,0.1,0.5,0.5,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-05-01
RAV4荣放,2023-05-01,train,95,19,1,1,0.6947368421052632,-0.3894736842105263,0.8,0.1368421052631579,0.5368421052631579,-0.06315789473684211,0.6736842105263158,0.1368421052631579,-0.21052631578947367,0.4631578947368421,0.9473684210526315,-0.5263157894736842,0.8947368421052632,-0.3157894736842105,0.5263157894736842,-0.15789473684210525,0.7894736842105263,-0.10526315789473684,-0.5263157894736842,0.5263157894736842,0.9473684210526315,0.21052631578947367,0.9473684210526315,0.3157894736842105,0.6842105263157895,0.42105263157894735,0.8947368421052632,0.42105263157894735,0.15789473684210525,0.631578947368421,0.0,0.7368421052631579,0.05263157894736842,0.631578947368421,0.15789473684210525,0.5789473684210527,0.10526315789473684,0.5263157894736842,0.6842105263157895,0.10526315789473684,19,19,19,19,15,19,19,19,16,17,1.0,1.0,1.0,1.0,0.7894736842105263,1.0,1.0,1.0,0.8421052631578947,0.8947368421052632,0.20526315789473684,1.0,0.9473684210526315,fixed_origin,2023-05-01
T-ROC探歌,2023-05-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-05-01
e爱丽舍,2023-05-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-05-01
iCAR 03,2023-05-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2023-05-01
