series_name,date,split,review_count_prior_all,review_count_180d,review_available_prior,review_available_180d,review_appearance_score_prior_mean,review_interior_score_prior_mean,review_space_score_prior_mean,review_power_score_prior_mean,review_control_score_prior_mean,review_comfort_score_prior_mean,review_fuel_consumption_score_prior_mean,review_configuration_score_prior_mean,review_intelligence_score_prior_mean,review_value_score_prior_mean,review_appearance_score_180d_mean,review_interior_score_180d_mean,review_space_score_180d_mean,review_power_score_180d_mean,review_control_score_180d_mean,review_comfort_score_180d_mean,review_fuel_consumption_score_180d_mean,review_configuration_score_180d_mean,review_intelligence_score_180d_mean,review_value_score_180d_mean,review_appearance_positive_180d_rate,review_interior_positive_180d_rate,review_space_positive_180d_rate,review_power_positive_180d_rate,review_control_positive_180d_rate,review_comfort_positive_180d_rate,review_fuel_consumption_positive_180d_rate,review_configuration_positive_180d_rate,review_intelligence_positive_180d_rate,review_value_positive_180d_rate,review_appearance_negative_180d_rate,review_interior_negative_180d_rate,review_space_negative_180d_rate,review_power_negative_180d_rate,review_control_negative_180d_rate,review_comfort_negative_180d_rate,review_fuel_consumption_negative_180d_rate,review_configuration_negative_180d_rate,review_intelligence_negative_180d_rate,review_value_negative_180d_rate,review_appearance_uniform_mention_180d_count,review_interior_uniform_mention_180d_count,review_space_uniform_mention_180d_count,review_power_uniform_mention_180d_count,review_control_uniform_mention_180d_count,review_comfort_uniform_mention_180d_count,review_fuel_consumption_uniform_mention_180d_count,review_configuration_uniform_mention_180d_count,review_intelligence_uniform_mention_180d_count,review_value_uniform_mention_180d_count,review_appearance_uniform_mention_180d_rate,review_interior_uniform_mention_180d_rate,review_space_uniform_mention_180d_rate,review_power_uniform_mention_180d_rate,review_control_uniform_mention_180d_rate,review_comfort_uniform_mention_180d_rate,review_fuel_consumption_uniform_mention_180d_rate,review_configuration_uniform_mention_180d_rate,review_intelligence_uniform_mention_180d_rate,review_value_uniform_mention_180d_rate,review_overall_aspect_score_180d_mean,review_any_positive_180d_rate,review_any_negative_180d_rate,feature_protocol,information_cutoff_exclusive
PATHFINDER探陆,2026-02-01,test,7,2,1,1,1.0,1.0,1.0,1.0,0.7142857142857143,0.8571428571428571,0.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.0,fixed_origin,2026-01-01
Polestar 4,2026-02-01,test,64,2,1,1,0.578125,0.1875,0.3125,0.359375,0.71875,0.1875,0.109375,0.0625,-0.15625,0.078125,1.0,0.5,0.5,0.0,0.0,-0.5,0.0,0.5,-0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1,2,1,1,2,1,2,1,1,1,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.2,1.0,1.0,fixed_origin,2026-01-01
QQ冰淇淋,2026-02-01,test,11,1,1,1,0.8181818181818182,0.45454545454545453,0.18181818181818182,0.6363636363636364,0.0,0.09090909090909091,0.5454545454545454,0.45454545454545453,0.18181818181818182,0.5454545454545454,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,fixed_origin,2026-01-01
RAV4荣放,2026-02-01,test,97,1,1,1,0.7010309278350515,-0.4020618556701031,0.8041237113402062,0.1134020618556701,0.5360824742268041,-0.07216494845360824,0.6597938144329897,0.13402061855670103,-0.20618556701030927,0.4639175257731959,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,fixed_origin,2026-01-01
T-ROC探歌,2026-02-01,test,8,3,1,1,1.0,0.625,0.75,0.875,0.75,0.25,0.75,0.75,0.625,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,-0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,3,3,3,2,3,3,3,3,2,3,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.3333333333333333,fixed_origin,2026-01-01
eπ007,2026-02-01,test,6,2,1,1,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,-0.16666666666666666,0.6666666666666666,0.16666666666666666,-0.5,0.8333333333333334,1.0,0.0,0.0,0.5,0.5,-1.0,0.5,0.0,-1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2,2,1,0,2,1,0,1,1,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.09999999999999999,1.0,1.0,fixed_origin,2026-01-01
e爱丽舍,2026-02-01,test,1,0,1,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
firefly萤火虫,2026-02-01,test,60,49,1,1,0.6166666666666667,0.4666666666666667,0.26666666666666666,0.18333333333333332,0.55,0.18333333333333332,0.06666666666666667,0.25,0.15,0.5,0.673469387755102,0.5102040816326531,0.24489795918367346,0.14285714285714285,0.5306122448979592,0.14285714285714285,-0.02040816326530612,0.2653061224489796,0.16326530612244897,0.4897959183673469,0.6938775510204082,0.5510204081632653,0.42857142857142855,0.22448979591836735,0.6326530612244898,0.30612244897959184,0.24489795918367346,0.4489795918367347,0.3469387755102041,0.5306122448979592,0.02040816326530612,0.04081632653061224,0.1836734693877551,0.08163265306122448,0.10204081632653061,0.16326530612244897,0.2653061224489796,0.1836734693877551,0.1836734693877551,0.04081632653061224,25,27,30,15,20,25,31,27,23,24,0.5102040816326531,0.5510204081632653,0.6122448979591837,0.30612244897959184,0.40816326530612246,0.5102040816326531,0.6326530612244898,0.5510204081632653,0.46938775510204084,0.4897959183673469,0.3142857142857143,0.9387755102040817,0.6938775510204082,fixed_origin,2026-01-01
iCAR 03,2026-02-01,test,8,5,1,1,1.0,0.625,0.75,0.875,0.75,0.125,-0.5,0.5,0.25,0.75,1.0,0.6,1.0,0.8,1.0,0.0,-0.6,0.6,0.0,0.6,1.0,0.6,1.0,0.8,1.0,0.2,0.2,0.6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.4,0.0,5,5,5,3,3,5,5,5,5,5,1.0,1.0,1.0,0.6,0.6,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,fixed_origin,2026-01-01
世纪,2026-02-01,test,36,3,1,1,0.5277777777777778,0.4444444444444444,0.3888888888888889,-0.3888888888888889,-0.05555555555555555,0.4166666666666667,-0.027777777777777776,0.5,-0.05555555555555555,0.0,0.6666666666666666,0.6666666666666666,0.0,-1.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,2,2,0,3,1,0,1,1,2,0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,1.0,fixed_origin,2026-01-01
东风本田S7,2026-02-01,test,18,15,1,1,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2777777777777778,0.7777777777777778,0.3888888888888889,0.05555555555555555,0.0,-0.5,0.16666666666666666,0.06666666666666667,0.0,0.6666666666666666,0.26666666666666666,0.8666666666666667,0.3333333333333333,0.06666666666666667,-0.13333333333333333,-0.4,0.26666666666666666,0.2,0.06666666666666667,0.6666666666666666,0.26666666666666666,0.8666666666666667,0.3333333333333333,0.3333333333333333,0.2,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.26666666666666666,0.3333333333333333,0.5333333333333333,0.0,5,4,11,3,6,4,10,4,11,4,0.3333333333333333,0.26666666666666666,0.7333333333333333,0.2,0.4,0.26666666666666666,0.6666666666666666,0.26666666666666666,0.7333333333333333,0.26666666666666666,0.2,1.0,0.8,fixed_origin,2026-01-01
丰田bZ3,2026-02-01,test,51,9,1,1,0.3333333333333333,-0.17647058823529413,0.21568627450980393,0.23529411764705882,0.17647058823529413,0.0,0.11764705882352941,-0.0784313725490196,0.0784313725490196,0.21568627450980393,0.1111111111111111,-0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,-0.1111111111111111,-0.2222222222222222,-0.2222222222222222,-0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,5,1,6,1,1,1,3,2,0,2,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,-0.04444444444444445,0.5555555555555556,0.6666666666666666,fixed_origin,2026-01-01
丰田bZ5,2026-02-01,test,37,37,1,1,0.6216216216216216,0.0,0.32432432432432434,0.21621621621621623,0.35135135135135137,0.13513513513513514,0.16216216216216217,0.24324324324324326,-0.02702702702702703,0.24324324324324326,0.6216216216216216,0.0,0.32432432432432434,0.21621621621621623,0.35135135135135137,0.13513513513513514,0.16216216216216217,0.24324324324324326,-0.02702702702702703,0.24324324324324326,0.6486486486486487,0.1891891891891892,0.43243243243243246,0.24324324324324326,0.43243243243243246,0.32432432432432434,0.24324324324324326,0.4864864864864865,0.2702702702702703,0.2972972972972973,0.02702702702702703,0.1891891891891892,0.10810810810810811,0.02702702702702703,0.08108108108108109,0.1891891891891892,0.08108108108108109,0.24324324324324326,0.2972972972972973,0.05405405405405406,28,14,23,12,20,16,18,20,21,6,0.7567567567567568,0.3783783783783784,0.6216216216216216,0.32432432432432434,0.5405405405405406,0.43243243243243246,0.4864864864864865,0.5405405405405406,0.5675675675675675,0.16216216216216217,0.22702702702702704,0.9459459459459459,0.7297297297297297,fixed_origin,2026-01-01
五菱佳辰,2026-02-01,test,10,0,1,0,0.9,0.6,1.0,0.9,0.3,-0.2,0.9,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
五菱宏光,2026-02-01,test,10,1,1,1,0.8,0.8,0.9,0.6,0.2,-0.1,0.7,0.7,0.0,0.9,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,1,1,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8,1.0,0.0,fixed_origin,2026-01-01
五菱宏光S,2026-02-01,test,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
五菱征程,2026-02-01,test,10,0,1,0,0.8,0.0,1.0,0.8,0.6,-0.2,0.4,-0.1,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
五菱星云,2026-02-01,test,10,0,1,0,0.9,0.8,0.8,0.7,0.3,0.5,1.0,0.9,0.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
五菱星光,2026-02-01,test,9,9,1,1,1.0,0.2222222222222222,0.8888888888888888,1.0,0.6666666666666666,-0.2222222222222222,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,1.0,0.6666666666666666,-0.2222222222222222,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,0.5555555555555556,0.8888888888888888,1.0,0.6666666666666666,0.2222222222222222,1.0,0.8888888888888888,1.0,0.8888888888888888,0.0,0.3333333333333333,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,9,9,8,8,7,9,9,9,9,9,1.0,1.0,0.8888888888888888,0.8888888888888888,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,0.7333333333333333,1.0,0.5555555555555556,fixed_origin,2026-01-01
五菱星驰,2026-02-01,test,10,3,1,1,1.0,0.3,0.6,0.6,0.1,-0.1,0.9,0.3,0.4,0.9,1.0,0.0,-0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,3,3,3,2,3,3,3,3,1,3,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3,1.0,0.6666666666666666,fixed_origin,2026-01-01
亚洲狮,2026-02-01,test,10,0,1,0,1.0,0.6,1.0,1.0,0.3,0.2,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
亚洲龙,2026-02-01,test,85,3,1,1,0.7294117647058823,-0.11764705882352941,0.6470588235294118,0.6235294117647059,0.43529411764705883,0.29411764705882354,0.6352941176470588,0.07058823529411765,-0.21176470588235294,0.49411764705882355,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,2,1,3,2,2,2,2,2,1,3,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.19999999999999998,0.6666666666666666,1.0,fixed_origin,2026-01-01
享域,2026-02-01,test,10,0,1,0,1.0,0.5,1.0,0.6,0.7,0.6,1.0,0.4,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
伊兰特,2026-02-01,test,98,0,1,0,0.8367346938775511,0.02040816326530612,0.673469387755102,0.08163265306122448,0.29591836734693877,-0.30612244897959184,0.42857142857142855,0.5612244897959183,0.19387755102040816,0.4897959183673469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
传祺E8新能源,2026-02-01,test,15,15,1,1,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,0.4666666666666667,0.8666666666666667,1.0,0.8,1.0,0.8,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666667,0.4666666666666667,0.8666666666666667,1.0,0.8,1.0,0.8,0.6666666666666666,0.7333333333333333,1.0,0.8666666666666667,0.6,0.9333333333333333,1.0,0.8,1.0,0.8666666666666667,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,15,15,15,13,12,15,15,14,15,15,1.0,1.0,1.0,0.8666666666666667,0.8,1.0,1.0,0.9333333333333333,1.0,1.0,0.8133333333333334,1.0,0.3333333333333333,fixed_origin,2026-01-01
传祺GA8,2026-02-01,test,10,0,1,0,1.0,-0.1,0.8,0.8,0.5,0.4,0.6,0.3,-0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
传祺M6,2026-02-01,test,78,8,1,1,0.5897435897435898,0.32051282051282054,0.8076923076923077,0.038461538461538464,0.15384615384615385,0.21794871794871795,0.15384615384615385,0.07692307692307693,-0.1794871794871795,0.6025641025641025,0.375,0.375,0.625,0.25,0.0,0.5,0.25,0.25,-0.125,0.5,0.375,0.375,0.75,0.5,0.375,0.75,0.375,0.375,0.125,0.5,0.0,0.0,0.125,0.25,0.375,0.25,0.125,0.125,0.25,0.0,3,4,8,6,4,7,4,3,3,4,0.375,0.5,1.0,0.75,0.5,0.875,0.5,0.375,0.375,0.5,0.3,0.875,0.75,fixed_origin,2026-01-01
传祺M8,2026-02-01,test,71,2,1,1,0.704225352112676,0.29577464788732394,0.7323943661971831,0.5352112676056338,0.056338028169014086,0.4225352112676056,0.11267605633802817,0.352112676056338,0.0,0.49295774647887325,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,2,2,2,1,2,2,1,2,2,1,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,fixed_origin,2026-01-01
元PLUS,2026-02-01,test,80,26,1,1,0.475,0.0125,0.2375,0.4125,0.175,0.075,0.4125,0.0375,0.2,0.425,0.2692307692307692,-0.07692307692307693,0.11538461538461539,0.23076923076923078,0.0,-0.2692307692307692,0.23076923076923078,0.19230769230769232,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.2692307692307692,0.2692307692307692,0.19230769230769232,0.19230769230769232,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.38461538461538464,0.038461538461538464,0.23076923076923078,0.15384615384615385,0.038461538461538464,0.19230769230769232,0.46153846153846156,0.07692307692307693,0.11538461538461539,0.23076923076923078,0.15384615384615385,11,12,10,10,9,12,15,8,16,9,0.4230769230769231,0.46153846153846156,0.38461538461538464,0.38461538461538464,0.34615384615384615,0.46153846153846156,0.5769230769230769,0.3076923076923077,0.6153846153846154,0.34615384615384615,0.1076923076923077,0.8461538461538461,0.8076923076923077,fixed_origin,2026-01-01
元UP,2026-02-01,test,41,34,1,1,0.3170731707317073,0.17073170731707318,0.2926829268292683,0.21951219512195122,0.07317073170731707,-0.24390243902439024,-0.024390243902439025,0.36585365853658536,0.1951219512195122,0.4146341463414634,0.3235294117647059,0.14705882352941177,0.2647058823529412,0.23529411764705882,0.14705882352941177,-0.23529411764705882,0.08823529411764706,0.3235294117647059,0.17647058823529413,0.4411764705882353,0.35294117647058826,0.20588235294117646,0.4117647058823529,0.29411764705882354,0.2647058823529412,0.11764705882352941,0.2647058823529412,0.38235294117647056,0.3235294117647059,0.4411764705882353,0.029411764705882353,0.058823529411764705,0.14705882352941177,0.058823529411764705,0.11764705882352941,0.35294117647058826,0.17647058823529413,0.058823529411764705,0.14705882352941177,0.0,11,10,19,12,16,14,21,14,16,14,0.3235294117647059,0.29411764705882354,0.5588235294117647,0.35294117647058826,0.47058823529411764,0.4117647058823529,0.6176470588235294,0.4117647058823529,0.47058823529411764,0.4117647058823529,0.19117647058823528,0.8529411764705882,0.7058823529411765,fixed_origin,2026-01-01
冠道,2026-02-01,test,97,0,1,0,0.5773195876288659,0.32989690721649484,0.8041237113402062,0.4639175257731959,0.31958762886597936,0.4948453608247423,-0.09278350515463918,0.041237113402061855,-0.16494845360824742,0.27835051546391754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
凌宝BOX,2026-02-01,test,9,1,1,1,0.4444444444444444,-0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,-0.2222222222222222,0.1111111111111111,0.1111111111111111,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,1.0,fixed_origin,2026-01-01
凌尚,2026-02-01,test,9,0,1,0,1.0,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.7777777777777778,0.8888888888888888,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
凌放HARRIER,2026-02-01,test,10,0,1,0,1.0,0.8,0.8,0.4,0.8,0.4,1.0,0.9,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
凌渡,2026-02-01,test,175,19,1,1,0.8228571428571428,0.22857142857142856,0.08,0.5657142857142857,0.41714285714285715,-0.24,0.41714285714285715,0.13142857142857142,0.02857142857142857,0.24,0.9473684210526315,0.15789473684210525,0.0,0.5263157894736842,0.15789473684210525,-0.3684210526315789,0.3684210526315789,0.21052631578947367,0.05263157894736842,0.42105263157894735,0.9473684210526315,0.3157894736842105,0.3684210526315789,0.631578947368421,0.2631578947368421,0.05263157894736842,0.47368421052631576,0.42105263157894735,0.21052631578947367,0.47368421052631576,0.0,0.15789473684210525,0.3684210526315789,0.10526315789473684,0.10526315789473684,0.42105263157894735,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.05263157894736842,18,8,15,15,9,12,9,8,6,7,0.9473684210526315,0.42105263157894735,0.7894736842105263,0.7894736842105263,0.47368421052631576,0.631578947368421,0.47368421052631576,0.42105263157894735,0.3157894736842105,0.3684210526315789,0.2473684210526316,1.0,0.7894736842105263,fixed_origin,2026-01-01
凡尔赛C5 X,2026-02-01,test,94,12,1,1,0.8404255319148937,0.0425531914893617,0.5851063829787234,0.48936170212765956,0.5638297872340425,0.6276595744680851,0.39361702127659576,-0.0425531914893617,-0.30851063829787234,0.648936170212766,0.75,0.16666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5833333333333334,-0.25,-0.4166666666666667,0.8333333333333334,0.75,0.3333333333333333,0.8333333333333334,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.25,0.0,0.8333333333333334,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.5,0.4166666666666667,0.0,9,8,10,11,12,12,10,10,8,11,0.75,0.6666666666666666,0.8333333333333334,0.9166666666666666,1.0,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.9166666666666666,0.375,1.0,0.8333333333333334,fixed_origin,2026-01-01
凯威德,2026-02-01,test,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
凯美瑞,2026-02-01,test,96,11,1,1,0.7083333333333334,0.10416666666666667,0.3645833333333333,0.23958333333333334,0.40625,0.4375,0.5729166666666666,0.3333333333333333,0.052083333333333336,0.4791666666666667,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.7272727272727273,0.0,0.9090909090909091,0.0,0.09090909090909091,0.8181818181818182,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.45454545454545453,0.9090909090909091,0.45454545454545453,0.45454545454545453,0.8181818181818182,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.0,0.45454545454545453,0.0,0.45454545454545453,0.36363636363636365,0.0,10,9,10,9,10,11,11,10,7,11,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.9090909090909091,1.0,1.0,0.9090909090909091,0.6363636363636364,1.0,0.3909090909090909,1.0,0.9090909090909091,fixed_origin,2026-01-01
凯翼拾月,2026-02-01,test,13,0,1,0,1.0,0.8461538461538461,1.0,0.6923076923076923,0.3076923076923077,0.23076923076923078,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.7692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2026-01-01
凯迪拉克CT5,2026-02-01,test,100,15,1,1,0.9,0.33,-0.13,0.72,0.8,0.34,-0.23,0.49,-0.09,0.57,0.6,-0.13333333333333333,0.06666666666666667,0.6,0.9333333333333333,0.2,-0.26666666666666666,0.0,-0.5333333333333333,0.4666666666666667,0.6,0.13333333333333333,0.5333333333333333,0.8,0.9333333333333333,0.6,0.13333333333333333,0.4666666666666667,0.13333333333333333,0.4666666666666667,0.0,0.26666666666666666,0.4666666666666667,0.2,0.0,0.4,0.4,0.4666666666666667,0.6666666666666666,0.0,12,10,15,15,15,13,12,9,10,8,0.8,0.6666666666666666,1.0,1.0,1.0,0.8666666666666667,0.8,0.6,0.6666666666666666,0.5333333333333333,0.19333333333333333,1.0,1.0,fixed_origin,2026-01-01
凯迪拉克XT5,2026-02-01,test,60,6,1,1,0.6833333333333333,0.43333333333333335,0.6666666666666666,0.5333333333333333,0.5666666666666667,0.6666666666666666,0.18333333333333332,0.5666666666666667,0.0,0.6166666666666667,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.5,-0.16666666666666666,0.0,-0.3333333333333333,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.0,6,4,6,6,5,4,5,4,3,5,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,0.3666666666666667,1.0,0.8333333333333334,fixed_origin,2026-01-01
