brand_id,brand_name,series_name,车辆主表series_id,销量表原series_id,统一后series_id,销量数据来源,销量表车系名,核对状态,处理说明,pcauto_id语义,has_sales_data
12.0,别克,昂科拉GX,sg24493,sg24493,sg24493,pcauto,昂科拉GX,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏RC-5,sg24583,sg24583,sg24583,pcauto,宝骏RC-5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
13.0,起亚,起亚K3新能源,sg24596,sg24596,sg24596,pcauto,起亚K3新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,大乘汽车,大乘G60E,sg24597,sg24597,sg24597,pcauto,大乘G60E,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,丰田C-HR EV,sg24605,sg24605,sg24605,pcauto,丰田C-HR EV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,思铭,东风本田X-NV,sg24610,sg24610,sg24610,pcauto,东风本田X-NV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
68.0,北京汽车,北京X3,sg24614,sg24614,sg24614,pcauto,北京X3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
95.0,东风风光,风光E3,sg24618,sg24618,sg24618,pcauto,风光E3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,奕泽IZOA E进擎,sg24630,sg24630,sg24630,pcauto,奕泽IZOA E进擎,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,国机智骏,国机智骏GX5,sg24647,sg24647,sg24647,pcauto,国机智骏GX5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,国机智骏,国机智骏GC1,sg24648,sg24648,sg24648,pcauto,国机智骏GC1,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,长安欧尚科赛3,sg24650,sg24650,sg24650,pcauto,长安欧尚科赛3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,豪越,sg24651,sg24651,sg24651,pcauto,豪越,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
11.0,现代,领动 插电混动,sg24680,sg24680,sg24680,pcauto,领动 插电混动,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,威马汽车,威马W6,sg24725,sg24725,sg24725,pcauto,威马W6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,SWM斯威汽车,SWM斯威G05,sg24774,sg24774,sg24774,pcauto,SWM斯威G05,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,东南,东南DX5,sg24775,sg24775,sg24775,pcauto,东南DX5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
4.0,宝马,宝马X2,sg24785,sg24785,sg24785,pcauto,宝马X2,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,MG名爵,名爵HS新能源,sg24794,sg24794,sg24794,pcauto,名爵HS新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
159.0,腾势,腾势X,sg24826,sg24826,sg24826,pcauto,腾势X,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏RM-5,sg24916,sg24916,sg24916,pcauto,宝骏RM-5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
27.0,奔腾,奔腾T33,sg24976,sg24976,sg24976,pcauto,奔腾T33,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
27.0,奔腾,奔腾T99,sg25019,sg25019,sg25019,pcauto,奔腾T99,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏RS-3,sg25039,sg25039,sg25039,pcauto,宝骏RS-3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威RX5 eMAX,sg25051,sg25051,sg25051,pcauto,荣威RX5 eMAX,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
11.0,现代,菲斯塔 纯电动,sg25119,sg25119,sg25119,pcauto,菲斯塔 纯电动,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,探影,sg25149,sg25149,sg25149,pcauto,探影,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
12.0,别克,昂科旗,sg25150,sg25150,sg25150,pcauto,昂科旗,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
6.0,雪佛兰,畅巡,sg25151,sg25151,sg25151,pcauto,畅巡,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
61.0,标致,标致4008新能源,sg25309,sg25309,sg25309,pcauto,标致4008新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,DS,DS 9新能源,sg25390,sg25390,sg25390,pcauto,DS 9新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
174.0,领克,领克05新能源,sg25391,sg25391,sg25391,pcauto,领克05新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,广汽集团,广汽丰田iA5,sg25449,sg25449,sg25449,pcauto,广汽丰田iA5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
35.0,长安,锐程CC,sg25479,sg25479,sg25479,pcauto,锐程CC,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
108.0,大通,上汽大通MAXUS EUNIQ 6,sg25510,sg25510,sg25510,pcauto,上汽大通MAXUS EUNIQ 6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,野马汽车,斯派卡新能源,sg25542,sg25542,sg25542,pcauto,斯派卡新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,中国重汽VGV,VGV U70,sg25549,sg25549,sg25549,pcauto,VGV U70,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,汉,sg25611,sg25611,sg25611,pcauto,汉,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
61.0,标致,标致e2008,sg25712,sg25712,sg25712,pcauto,标致e2008,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
401.0,飞凡汽车,飞凡MARVEL R,sg25713,sg25713,sg25713,pcauto,飞凡MARVEL R,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
368.0,合创汽车,合创007,sg25872,sg25872,sg25872,pcauto,合创007,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
19.0,路虎,发现运动版,sg25891,sg25891,sg25891,pcauto,发现运动版,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,奇瑞新能源,大蚂蚁,sg25902,sg25902,sg25902,pcauto,大蚂蚁,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
12.0,别克,微蓝7,sg25971,sg25971,sg25971,pcauto,微蓝7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
264.0,吉利几何,吉利几何C,sg25972,sg25972,sg25972,pcauto,吉利几何C,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
176.0,ARCFOX极狐,极狐 阿尔法T(ARCFOX αT),sg25982,sg25982,sg25982,pcauto,极狐 阿尔法T(ARCFOX αT),系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,科莱威CLEVER,sg26043,sg26043,sg26043,pcauto,科莱威CLEVER,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,奔奔E-Star,sg26061,sg26061,sg26061,pcauto,奔奔E-Star,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
39.0,五菱,宏光MINIEV,sg26211,sg26211,sg26211,pcauto,宏光MINIEV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
108.0,大通,上汽大通MAXUS D90 Pro,sg26242,sg26242,sg26242,pcauto,上汽大通MAXUS D90 Pro,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,观致,观致7,sg26271,sg26271,sg26271,pcauto,观致7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,长安欧尚X5,sg26361,sg26361,sg26361,pcauto,长安欧尚X5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
21.0,雪铁龙,雪铁龙C3L,sg26391,sg26391,sg26391,pcauto,雪铁龙C3L,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
7.0,福特,锐际新能源,sg26402,sg26402,sg26402,pcauto,锐际新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
2.0,奥迪,奥迪e-tron,sg26404,sg26404,sg26404,pcauto,奥迪e-tron,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,宋PLUS新能源,sg26406,sg26406,sg26406,pcauto,宋PLUS新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
39.0,五菱,五菱凯捷,sg26411,sg26411,sg26411,pcauto,五菱凯捷,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
401.0,飞凡汽车,飞凡ER6,sg26471,sg26471,sg26471,pcauto,飞凡ER6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,思铭,东风本田M-NV,sg26484,sg26484,sg26484,pcauto,东风本田M-NV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
21.0,雪铁龙,天逸 C5 AIRCROSS新能源,sg26492,sg26492,sg26492,pcauto,天逸 C5 AIRCROSS新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
235.0,思皓,思皓E40X,sg26575,sg26575,sg26575,pcauto,思皓E40X,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
235.0,思皓,思皓E50A,sg26581,sg26581,sg26581,pcauto,思皓E50A,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,雷丁,雷丁芒果,sg26631,sg26631,sg26631,pcauto,雷丁芒果,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,哪吒汽车,哪吒V,sg26641,sg26641,sg26641,pcauto,哪吒V,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
176.0,ARCFOX极狐,极狐 阿尔法S(ARCFOX αS),sg26664,sg26664,sg26664,pcauto,极狐 阿尔法S(ARCFOX αS),系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
19.0,路虎,发现运动版新能源,sg26741,sg26741,sg26741,pcauto,发现运动版新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威i6 MAX新能源,sg26763,sg26763,sg26763,pcauto,荣威i6 MAX新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
9.0,本田,本田CR-V新能源,sg26774,sg26774,sg26774,pcauto,本田CR-V新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
24.0,沃尔沃,沃尔沃XC40新能源,sg26811,sg26811,sg26811,pcauto,沃尔沃XC40新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
235.0,思皓,思皓X8,sg26813,sg26813,sg26813,pcauto,思皓X8,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
57.0,福田,蒙派克E,sg2694,sg2694,sg2694,pcauto,蒙派克E,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,凌尚,sg27023,sg27023,sg27023,pcauto,凌尚,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,威兰达新能源,sg27029,sg27029,sg27029,pcauto,威兰达新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,广汽集团,绎乐,sg27031,sg27031,sg27031,pcauto,绎乐,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
27.0,奔腾,奔腾T55,sg27033,sg27033,sg27033,pcauto,奔腾T55,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,亚洲狮,sg27042,sg27042,sg27042,pcauto,亚洲狮,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,秦PLUS,sg27043,sg27043,sg27043,pcauto,秦PLUS,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,RAV4荣放双擎E+,sg27091,sg27091,sg27091,pcauto,RAV4荣放双擎E+,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
235.0,思皓,思皓QX,sg27151,sg27151,sg27151,pcauto,思皓QX,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
27.0,奔腾,奔腾NAT,sg27172,sg27172,sg27172,pcauto,奔腾NAT,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,魏牌,摩卡,sg27201,sg27201,sg27201,pcauto,摩卡,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
17.0,哈弗,哈弗赤兔,sg27301,sg27301,sg27301,pcauto,哈弗赤兔,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,魏牌,玛奇朵DHT,sg27341,sg27341,sg27341,pcauto,玛奇朵DHT,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,朋克汽车,朋克美美,sg27343,sg27343,sg27343,pcauto,朋克美美,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,ID.6 CROZZ,sg27362,sg27362,sg27362,pcauto,ID.6 CROZZ,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,帝豪S,sg27398,sg27398,sg27398,pcauto,帝豪S,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,元Pro,sg27403,sg27403,sg27403,pcauto,元Pro,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,极氪,极氪001,sg27421,sg27421,sg27421,pcauto,极氪001,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
9.0,本田,皓影新能源,sg27432,sg27432,sg27432,pcauto,皓影新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
195.0,小鹏,小鹏P5,sg27442,sg27442,sg27442,pcauto,小鹏P5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
21.0,雪铁龙,雪铁龙C5 X新能源(进口),sg27463,sg27463,sg27463,pcauto,雪铁龙C5 X新能源(进口),系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,长安欧尚X7 PLUS,sg27472,sg27472,sg27472,pcauto,长安欧尚X7 PLUS,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
15.0,马自达,马自达CX-30 EV,sg27501,sg27501,sg27501,pcauto,马自达CX-30 EV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
368.0,合创汽车,合创Z03,sg27516,sg27516,sg27516,pcauto,合创Z03,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,魏牌,拿铁DHT,sg27542,sg27542,sg27542,pcauto,拿铁DHT,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏KiWi EV,sg27591,sg27591,sg27591,pcauto,宝骏KiWi EV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,三菱,阿图柯AIRTREK,sg27621,sg27621,sg27621,pcauto,阿图柯AIRTREK,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
368.0,创维汽车,创维汽车EV6,sg27624,sg27624,sg27624,pcauto,创维汽车EV6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,威马汽车,威马E.5,sg27692,sg27692,sg27692,pcauto,威马E.5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
