brand_id,brand_name,series_name,车辆主表series_id,销量表原series_id,统一后series_id,销量数据来源,销量表车系名,核对状态,处理说明,pcauto_id语义,has_sales_data
,东南,东南DX7,sg11737,sg11737,sg11737,pcauto,东南DX7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
57.0,福田,萨瓦纳,sg11760,sg11760,sg11760,pcauto,萨瓦纳,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
13.0,起亚,起亚KX3傲跑,sg11787,sg11787,sg11787,pcauto,起亚KX3傲跑,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,新龙马汽车,启腾EX80,sg12121,sg12121,sg12121,pcauto,启腾EX80,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
7.0,福特,金牛座,sg12131,sg12131,sg12131,pcauto,金牛座,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
40.0,广汽传祺,传祺GA8,sg12513,sg12513,sg12513,pcauto,传祺GA8,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,Jeep,自由光,sg12864,sg12864,sg12864,pcauto,自由光,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,野马汽车,斯派卡,sg12904,sg12904,sg12904,pcauto,斯派卡,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
95.0,东风风光,风光330,sg12985,sg12985,sg12985,pcauto,风光330,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
35.0,长安,长安CS15,sg13268,sg13268,sg13268,pcauto,长安CS15,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,卡罗拉双擎E+,sg13350,sg13350,sg13350,pcauto,卡罗拉双擎E+,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,雷凌双擎E+,sg13351,sg13351,sg13351,pcauto,雷凌双擎E+,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
68.0,北京越野,北京BJ90,sg13417,sg13417,sg13417,pcauto,北京BJ90,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
13.0,起亚,起亚KX5,sg13459,sg13459,sg13459,pcauto,起亚KX5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,一汽,森雅R7,sg13489,sg13489,sg13489,pcauto,森雅R7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,Jeep,自由侠,sg13509,sg13509,sg13509,pcauto,自由侠,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
21.0,雪铁龙,雪铁龙C6,sg13624,sg13624,sg13624,pcauto,雪铁龙C6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,北汽昌河,昌河Q35,sg13777,sg13777,sg13777,pcauto,昌河Q35,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
12.0,别克,别克GL6,sg13838,sg13838,sg13838,pcauto,别克GL6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
6.0,雪佛兰,迈锐宝XL,sg13877,sg13877,sg13877,pcauto,迈锐宝XL,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
139.0,开瑞,K60,sg13888,sg13888,sg13888,pcauto,K60,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,辉昂,sg13918,sg13918,sg13918,pcauto,辉昂,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏310,sg14101,sg14101,sg14101,pcauto,宝骏310,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,东南,东南DX3,sg14102,sg14102,sg14102,pcauto,东南DX3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
109.0,启辰,启辰T90,sg14111,sg14111,sg14111,pcauto,启辰T90,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
40.0,广汽传祺,传祺GA4,sg14221,sg14221,sg14221,pcauto,传祺GA4,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,讴歌,讴歌CDX,sg14241,sg14241,sg14241,pcauto,讴歌CDX,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
11.0,现代,悦纳,sg14263,sg14263,sg14263,pcauto,悦纳,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,北汽新能源,北汽新能源EX,sg14272,sg14272,sg14272,pcauto,北汽新能源EX,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
6.0,雪佛兰,科沃兹,sg14375,sg14375,sg14375,pcauto,科沃兹,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,远景X6,sg20402,sg20402,sg20402,pcauto,远景X6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,三菱,欧蓝德,sg20422,sg20422,sg20422,pcauto,欧蓝德,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏510,sg20563,sg20563,sg20563,pcauto,宝骏510,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,SWM斯威汽车,SWM斯威X7,sg20582,sg20582,sg20582,pcauto,SWM斯威X7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
4.0,宝马,宝马1系,sg20583,sg20583,sg20583,pcauto,宝马1系,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,蔚领,sg20843,sg20843,sg20843,pcauto,蔚领,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,Jeep,指南者,sg20864,sg20864,sg20864,pcauto,指南者,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,奇瑞新能源,小蚂蚁,sg20982,sg20982,sg20982,pcauto,小蚂蚁,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,MG名爵,名爵ZS,sg21032,sg21032,sg21032,pcauto,名爵ZS,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
13.0,起亚,起亚KX7,sg21052,sg21052,sg21052,pcauto,起亚KX7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,YARiS L 致享,sg21084,sg21084,sg21084,pcauto,YARiS L 致享,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,威驰FS,sg21085,sg21085,sg21085,pcauto,威驰FS,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,北汽新能源,北汽新能源EC,sg21272,sg21272,sg21272,pcauto,北汽新能源EC,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,SWM斯威汽车,SWM斯威X3,sg21363,sg21363,sg21363,pcauto,SWM斯威X3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
11.0,现代,索纳塔插电混动,sg21424,sg21424,sg21424,pcauto,索纳塔插电混动,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,帝豪新能源,sg21432,sg21432,sg21432,pcauto,帝豪新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
24.0,沃尔沃,沃尔沃S60新能源,sg21436,sg21436,sg21436,pcauto,沃尔沃S60新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
4.0,宝马,宝马X1新能源,sg21443,sg21443,sg21443,pcauto,宝马X1新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
4.0,宝马,宝马5系新能源,sg21461,sg21461,sg21461,pcauto,宝马5系新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,云度新能源,云度π3,sg21554,sg21554,sg21554,pcauto,云度π3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,云度新能源,云度π1,sg21555,sg21555,sg21555,pcauto,云度π1,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,嘉际,sg21584,sg21584,sg21584,pcauto,嘉际,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
59.0,红旗,红旗H5经典,sg21585,sg21585,sg21585,pcauto,红旗H5经典,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,野马汽车,博骏,sg21666,sg21666,sg21666,pcauto,博骏,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
70.0,东风风行,菱智M5新能源,sg21687,sg21687,sg21687,pcauto,菱智M5新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,海马新能源,爱尚EV,sg21713,sg21713,sg21713,pcauto,爱尚EV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,远景X3,sg21883,sg21883,sg21883,pcauto,远景X3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
17.0,哈弗,哈弗M6,sg21903,sg21903,sg21903,pcauto,哈弗M6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
139.0,开瑞,K50新能源,sg21963,sg21963,sg21963,pcauto,K50新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威RX3,sg21973,sg21973,sg21973,pcauto,荣威RX3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,丰田C-HR,sg22014,sg22014,sg22014,pcauto,丰田C-HR,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
31.0,捷豹,捷豹XEL,sg22065,sg22065,sg22065,pcauto,捷豹XEL,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威Ei5,sg22193,sg22193,sg22193,pcauto,荣威Ei5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,北汽昌河,北汽昌河A6,sg22213,sg22213,sg22213,pcauto,北汽昌河A6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
195.0,小鹏,小鹏G3,sg22263,sg22263,sg22263,pcauto,小鹏G3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏530,sg22283,sg22283,sg22283,pcauto,宝骏530,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
207.0,零跑汽车,零跑S01,sg22333,sg22333,sg22333,pcauto,零跑S01,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,MG名爵,名爵6新能源,sg22355,sg22355,sg22355,pcauto,名爵6新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
24.0,沃尔沃,沃尔沃XC60新能源,sg22373,sg22373,sg22373,pcauto,沃尔沃XC60新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏360,sg22383,sg22383,sg22383,pcauto,宝骏360,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,奕泽IZOA,sg22393,sg22393,sg22393,pcauto,奕泽IZOA,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,DS,DS 7,sg22395,sg22395,sg22395,pcauto,DS 7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,威马汽车,威马EX5,sg22483,sg22483,sg22483,pcauto,威马EX5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
24.0,沃尔沃,沃尔沃S90新能源,sg22513,sg22513,sg22513,pcauto,沃尔沃S90新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威RX8,sg22595,sg22595,sg22595,pcauto,荣威RX8,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,T-ROC探歌,sg22663,sg22663,sg22663,pcauto,T-ROC探歌,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
10.0,日产,途达,sg22673,sg22673,sg22673,pcauto,途达,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,Jeep,大指挥官,sg22677,sg22677,sg22677,pcauto,大指挥官,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
3.0,奔驰,奔驰E级新能源,sg22694,sg22694,sg22694,pcauto,奔驰E级新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,宋MAX新能源,sg22703,sg22703,sg22703,pcauto,宋MAX新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
174.0,领克,领克02,sg22733,sg22733,sg22733,pcauto,领克02,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,SWM斯威汽车,SWM斯威G01,sg22755,sg22755,sg22755,pcauto,SWM斯威G01,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
68.0,北京汽车,北京EU5,sg22795,sg22795,sg22795,pcauto,北京EU5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,途观L新能源,sg22814,sg22814,sg22814,pcauto,途观L新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,SERES赛力斯,赛力斯SF5,sg22824,sg22824,sg22824,pcauto,赛力斯SF5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,博瑞,sg22825,sg22825,sg22825,pcauto,博瑞,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
27.0,奔腾,奔腾T77,sg22829,sg22829,sg22829,pcauto,奔腾T77,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
171.0,长安凯程,长安欧尚A600,sg22843,sg22843,sg22843,pcauto,长安欧尚A600,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,威马汽车,威马EX6,sg22873,sg22873,sg22873,pcauto,威马EX6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,爱驰,爱驰U5,sg22896,sg22896,sg22896,pcauto,爱驰U5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
53.0,海马郑州,海马8S,sg22904,sg22904,sg22904,pcauto,海马8S,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,讴歌,讴歌RDX,sg22914,sg22914,sg22914,pcauto,讴歌RDX,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,Jeep,大指挥官PHEV,sg22923,sg22923,sg22923,pcauto,大指挥官PHEV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
59.0,红旗,红旗E-HS3,sg22960,sg22960,sg22960,pcauto,红旗E-HS3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
11.0,现代,LA FESTA菲斯塔,sg22970,sg22970,sg22970,pcauto,LA FESTA菲斯塔,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
238.0,欧拉,欧拉黑猫,sg22973,sg22973,sg22973,pcauto,欧拉黑猫,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
238.0,欧拉,欧拉白猫,sg22974,sg22974,sg22974,pcauto,欧拉白猫,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
174.0,领克,领克01新能源,sg22975,sg22975,sg22975,pcauto,领克01新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,三菱,奕歌,sg22996,sg22996,sg22996,pcauto,奕歌,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,北汽昌河,昌河北斗星,sg23016,sg23016,sg23016,pcauto,昌河北斗星,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,博瑞新能源,sg23084,sg23084,sg23084,pcauto,博瑞新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,北汽昌河,北汽EC100,sg23093,sg23093,sg23093,pcauto,北汽EC100,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,长安欧尚科尚,sg23123,sg23123,sg23123,pcauto,长安欧尚科尚,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,MG名爵,名爵HS,sg23173,sg23173,sg23173,pcauto,名爵HS,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
15.0,马自达,马自达CX-8,sg23174,sg23174,sg23174,pcauto,马自达CX-8,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,缤越ePro,sg23183,sg23183,sg23183,pcauto,缤越ePro,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
6.0,雪佛兰,沃兰多,sg23253,sg23253,sg23253,pcauto,沃兰多,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
35.0,长安,长安CS85 COUPE,sg23273,sg23273,sg23273,pcauto,长安CS85 COUPE,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
109.0,启辰,启辰T60,sg23313,sg23313,sg23313,pcauto,启辰T60,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏E200,sg23326,sg23326,sg23326,pcauto,宝骏E200,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
139.0,开瑞,K60新能源,sg23373,sg23373,sg23373,pcauto,K60新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
7.0,福特,领界,sg23384,sg23384,sg23384,pcauto,领界,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,东南,A5翼舞,sg23445,sg23445,sg23445,pcauto,A5翼舞,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,帕萨特新能源,sg23463,sg23463,sg23463,pcauto,帕萨特新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
11.0,现代,名图 纯电动,sg23473,sg23473,sg23473,pcauto,名图 纯电动,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏RS-5,sg23534,sg23534,sg23534,pcauto,宝骏RS-5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
123.0,野马汽车,野马EC60,sg23535,sg23535,sg23535,pcauto,野马EC60,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
68.0,北京汽车,智行,sg23642,sg23642,sg23642,pcauto,智行,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
202.0,理想汽车,理想ONE,sg23653,sg23653,sg23653,pcauto,理想ONE,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
68.0,北京汽车,北京U7,sg23713,sg23713,sg23713,pcauto,北京U7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,途铠,sg23723,sg23723,sg23723,pcauto,途铠,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
373.0,东风富康,富康ES500,sg23803,sg23803,sg23803,pcauto,富康ES500,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
6.0,雪佛兰,科鲁泽,sg23833,sg23833,sg23833,pcauto,科鲁泽,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,星越新能源,sg23837,sg23837,sg23837,pcauto,星越新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
9.0,本田,享域,sg23869,sg23869,sg23869,pcauto,享域,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,理念,广汽本田VE-1,sg23870,sg23870,sg23870,pcauto,广汽本田VE-1,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,嘉际新能源,sg23944,sg23944,sg23944,pcauto,嘉际新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,探岳PHEV,sg23974,sg23974,sg23974,pcauto,探岳PHEV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
95.0,东风风光,风光ix7,sg24043,sg24043,sg24043,pcauto,风光ix7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
108.0,大通,大通D60,sg24053,sg24053,sg24053,pcauto,大通D60,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,宝来·纯电,sg24113,sg24113,sg24113,pcauto,宝来·纯电,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,一汽,森雅R8,sg24133,sg24133,sg24133,pcauto,森雅R8,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,SWM斯威汽车,SWM斯威X2,sg24136,sg24136,sg24136,pcauto,SWM斯威X2,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
108.0,大通,上汽大通MAXUS EUNIQ 5,sg24253,sg24253,sg24253,pcauto,上汽大通MAXUS EUNIQ 5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
2.0,奥迪,奥迪Q2L e-tron,sg24354,sg24354,sg24354,pcauto,奥迪Q2L e-tron,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,宋Pro,sg24394,sg24394,sg24394,pcauto,宋Pro,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
3.0,奔驰,奔驰EQC,sg24445,sg24445,sg24445,pcauto,奔驰EQC,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,哪吒汽车,哪吒U,sg24455,sg24455,sg24455,pcauto,哪吒U,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
6.0,雪佛兰,创界,sg24483,sg24483,sg24483,pcauto,创界,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
