role,series_name,expected_source_name,expected_identity_text,source_name,source_url,mapping_status,fetched_at,returned_source_name,date,source_sales,current_sales,difference,comparison
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-02-01,592,592.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-03-01,763,763.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-04-01,889,889.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-05-01,1666,1666.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-06-01,3808,3808.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-07-01,4410,4410.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-08-01,4649,4649.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-09-01,4949,4949.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-10-01,4298,4298.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-11-01,3020,3020.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-12-01,2858,2858.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-01-01,3952,3952.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-02-01,1891,1891.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-03-01,2195,2195.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-04-01,1586,1586.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-05-01,1485,1485.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-06-01,1135,1135.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-07-01,1016,1016.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-08-01,979,979.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-09-01,830,830.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-10-01,754,754.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-11-01,649,649.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2024-12-01,671,671.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-01-01,255,255.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-02-01,167,167.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-03-01,204,204.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-04-01,148,148.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-05-01,454,454.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-06-01,105,105.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-07-01,20,20.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-08-01,7,7.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-09-01,4,4.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-10-01,3,3.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-11-01,0,0.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2025-12-01,2,2.0,0.0,exact
