series_name,date,sentiment_review_count_prior_all,sentiment_review_count_180d,sentiment_available_prior,sentiment_available_180d,platform_rating_overall_sentiment_180d_mean,platform_rating_overall_polarity_180d_mean,text_global_polarity_180d_mean,platform_rating_appearance_sentiment_180d_mean,text_appearance_polarity_180d_mean,platform_rating_interior_sentiment_180d_mean,text_interior_polarity_180d_mean,platform_rating_space_sentiment_180d_mean,text_space_polarity_180d_mean,platform_rating_power_sentiment_180d_mean,text_power_polarity_180d_mean,platform_rating_control_sentiment_180d_mean,text_control_polarity_180d_mean,platform_rating_comfort_sentiment_180d_mean,text_comfort_polarity_180d_mean,platform_rating_fuel_consumption_sentiment_180d_mean,text_fuel_consumption_polarity_180d_mean,platform_rating_configuration_sentiment_180d_mean,text_configuration_polarity_180d_mean,platform_rating_intelligence_sentiment_180d_mean,text_intelligence_polarity_180d_mean,platform_rating_value_sentiment_180d_mean,text_value_polarity_180d_mean,text_appearance_mentioned_180d_count,text_interior_mentioned_180d_count,text_space_mentioned_180d_count,text_power_mentioned_180d_count,text_control_mentioned_180d_count,text_comfort_mentioned_180d_count,text_fuel_consumption_mentioned_180d_count,text_configuration_mentioned_180d_count,text_intelligence_mentioned_180d_count,text_value_mentioned_180d_count
红旗E-HS9,2025-03-01,98,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
红旗E-QM5,2025-03-01,74,2,1,1,0.4750000000000001,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,,0.0,,-1.0,,,,0.5,,-1.0,,-1.0,,-1.0,1,1,1,1,1,0,2,1,1,1
红旗EH7,2025-03-01,20,18,1,1,0.5222222222222223,0.2777777777777778,0.16666666666666666,0.7222222222222222,0.125,0.5972222222222222,0.2857142857142857,0.8888888888888888,0.5714285714285714,,0.7142857142857143,,0.18181818181818182,,0.6,,0.1875,0.5,0.2727272727272727,,-0.15384615384615385,,0.2222222222222222,8,7,14,7,11,10,16,11,13,9
红旗H6,2025-03-01,26,2,1,1,0.6499999999999999,0.5,-1.0,1.0,0.5,0.875,-1.0,0.625,1.0,,1.0,,1.0,,-1.0,-0.25,-1.0,0.5,-0.5,,-1.0,,0.0,2,1,1,1,1,1,2,2,1,2
红旗H9,2025-03-01,94,1,1,1,0.7000000000000002,0.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,-1.0,-0.25,1.0,1.0,,,,,0.0,1,0,0,1,1,1,1,0,0,1
红旗HQ9,2025-03-01,24,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
红旗HS5,2025-03-01,91,1,1,1,0.25,0.0,-1.0,1.0,1.0,0.0,0.0,0.5,-1.0,,1.0,,-1.0,,-1.0,-0.25,1.0,0.0,0.0,,-1.0,,1.0,1,1,1,1,1,1,1,1,1,1
红旗HS7 PHEV,2025-03-01,7,7,1,1,0.75,0.5714285714285714,0.5714285714285714,0.9642857142857143,0.6666666666666666,0.7857142857142857,0.6,1.0,0.4,0.5,0.0,0.75,-0.5,1.0,0.6,,-0.16666666666666666,0.75,0.25,,-0.3333333333333333,,0.0,6,5,5,2,2,5,6,4,3,3
红旗天工08,2025-03-01,1,1,1,1,0.5499999999999998,0.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.75,1.0,,1.0,0.5,1.0,,,,1.0,1,1,1,1,1,1,1,1,0,1
纳米01,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
缤智,2025-03-01,96,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
缤瑞,2025-03-01,96,1,1,1,0.3999999999999999,0.0,-1.0,0.75,-1.0,0.75,1.0,0.0,-1.0,,0.0,,1.0,,1.0,0.75,0.0,0.0,,,1.0,,,1,1,1,1,1,1,1,0,1,0
缤越,2025-03-01,53,2,1,1,0.30000000000000004,-0.5,-1.0,0.75,1.0,0.125,-1.0,0.0,0.0,,0.0,,,,-1.0,1.0,0.0,0.125,,,-1.0,,-1.0,1,1,2,2,0,1,2,0,1,1
胜达,2025-03-01,75,25,1,1,0.674,0.28,0.64,0.77,0.6363636363636364,0.68,0.631578947368421,0.73,0.4117647058823529,0.45,0.0,0.55,0.08333333333333333,0.5,0.6666666666666666,0.484375,-0.05555555555555555,0.7,0.47368421052631576,,0.2222222222222222,,0.5384615384615384,22,19,17,20,12,15,18,19,9,13
腾势D9,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
艾力绅,2025-03-01,95,1,1,1,0.3,0.0,-1.0,0.75,,0.5,,0.5,-1.0,,1.0,,-1.0,,-1.0,0.25,1.0,0.0,,,,,,0,0,1,1,1,1,1,0,0,0
艾瑞泽5,2025-03-01,86,1,1,1,0.6499999999999999,0.0,0.0,0.75,,0.25,,1.0,,,,,,,,1.0,,0.25,,,,,,0,0,0,0,0,0,0,0,0,0
英仕派,2025-03-01,70,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
荣威D5X DMH,2025-03-01,26,13,1,1,0.4269230769230769,0.07692307692307693,0.15384615384615385,0.6730769230769231,1.0,0.4230769230769231,0.0,0.5961538461538461,0.0,1.0,0.3333333333333333,1.0,0.25,1.0,0.0,,-0.42857142857142855,0.25,-0.5714285714285714,,0.14285714285714285,,0.25,5,6,8,9,8,9,7,7,7,8
荣威D7,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
荣威RX3,2025-03-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
荣威i5,2025-03-01,73,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
荣威i6 MAX新能源,2025-03-01,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
荣威iMAX8,2025-03-01,90,3,1,1,0.6166666666666667,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,1.0,0.5833333333333334,1.0,0.5,1.0,0.5,1.0,0.75,1.0,0.25,1.0,0.6666666666666666,1.0,,1.0,,,1,2,3,2,2,2,1,2,1,0
荣威iMAX8新能源,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
菱智,2025-03-01,34,1,1,1,0.6499999999999999,0.0,1.0,0.5,,0.75,,1.0,,,1.0,,,,,0.5,1.0,0.75,,,,,,0,0,0,1,0,0,1,0,0,0
蒙迪欧,2025-03-01,76,5,1,1,0.6699999999999999,0.4,-0.4,0.9,0.0,0.35,0.0,0.95,0.2,,0.0,,-0.25,,-0.3333333333333333,0.6,0.2,0.6,0.0,,0.0,,-0.6666666666666666,3,4,5,5,4,3,5,2,2,3
蔚来ET5,2025-03-01,82,6,1,1,0.6416666666666667,0.16666666666666666,0.0,0.9166666666666666,0.0,0.875,-0.6666666666666666,0.4583333333333333,-0.2,,1.0,,-0.25,,0.5,,0.0,0.75,-0.3333333333333333,,0.0,,0.0,6,3,5,2,4,2,5,3,4,4
蔚来ET5T,2025-03-01,50,13,1,1,0.6076923076923078,0.0,-0.15384615384615385,0.8653846153846154,0.4444444444444444,0.7692307692307693,0.3,0.5192307692307693,0.14285714285714285,,0.42857142857142855,,0.1111111111111111,,0.2,,-0.15384615384615385,0.5833333333333334,0.0,,0.0,,0.125,9,10,7,7,9,10,13,7,9,8
蔚来ET7,2025-03-01,95,9,1,1,0.6166666666666667,0.1111111111111111,0.1111111111111111,0.7222222222222222,0.8571428571428571,0.7222222222222222,0.3333333333333333,0.6388888888888888,0.6666666666666666,0.75,0.6,0.5,0.0,0.6666666666666666,0.5,,0.14285714285714285,0.6666666666666666,0.6,,0.25,,0.0,7,6,6,5,6,6,7,5,4,4
豪越L,2025-03-01,65,10,1,1,0.575,0.3,0.1,0.475,0.5,0.475,0.25,0.825,0.2,,0.1111111111111111,,0.4,,0.6666666666666666,0.21875,-0.14285714285714285,0.65,0.5,,0.3333333333333333,,0.0,4,4,10,9,5,6,7,4,3,6
赛图斯,2025-03-01,7,1,1,1,0.6000000000000001,0.0,0.0,0.75,,0.0,,0.75,,,0.0,,,,,1.0,,0.75,,,,,0.0,0,0,0,1,0,0,0,0,0,1
赛那SIENNA,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
起亚EV5,2025-03-01,32,9,1,1,0.3444444444444445,-0.2222222222222222,0.1111111111111111,0.8611111111111112,0.75,0.19444444444444445,0.6,0.8333333333333334,0.5,0.5,-0.4,0.75,-0.3333333333333333,0.75,0.2,,0.0,0.25,0.3333333333333333,,0.42857142857142855,,0.3333333333333333,4,5,4,5,6,5,7,3,7,3
起亚K3,2025-03-01,92,1,1,1,0.5,0.0,1.0,0.75,1.0,0.5,1.0,0.75,,,0.0,,,,,,0.0,0.25,,,,,,1,1,0,1,0,0,1,0,0,0
起亚K5凯酷,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
起亚KX3傲跑,2025-03-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
轩度EV,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
轩逸,2025-03-01,71,1,1,1,0.3999999999999999,0.0,1.0,0.5,1.0,0.5,1.0,0.25,1.0,,0.0,,,,1.0,0.75,1.0,0.25,1.0,,,,1.0,1,1,1,1,0,1,1,1,0,1
迈腾,2025-03-01,77,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
迈腾PHEV,2025-03-01,158,1,1,1,0.1,-1.0,0.0,0.25,,0.25,,-0.25,0.0,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0
迈锐宝XL,2025-03-01,9,1,1,1,0.5,0.0,-1.0,1.0,0.0,0.0,1.0,0.5,,0.5,0.0,,-1.0,,,1.0,-1.0,,1.0,,,,-1.0,1,1,0,1,1,0,1,1,0,1
逍客,2025-03-01,58,8,1,1,0.46875,0.0,0.25,0.8125,0.8,0.375,0.3333333333333333,0.34375,0.16666666666666666,,0.16666666666666666,,-0.5,,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.34375,0.2857142857142857,,,,-0.2,5,6,6,6,4,6,6,7,0,5
途安,2025-03-01,8,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1,1,1,1,1,1,1,1,1,1
途岳,2025-03-01,142,3,1,1,0.48333333333333334,0.0,1.0,0.5,0.0,0.16666666666666666,0.0,0.6666666666666666,1.0,,0.5,,-1.0,,-1.0,0.75,1.0,0.3333333333333333,0.0,,,,-1.0,1,1,1,2,1,1,1,1,0,1
途昂,2025-03-01,163,3,1,1,0.6333333333333333,0.3333333333333333,1.0,0.9166666666666666,0.0,0.5833333333333334,1.0,1.0,0.3333333333333333,,0.0,,1.0,,1.0,0.25,0.3333333333333333,0.4166666666666667,0.6666666666666666,,0.0,,0.5,2,1,3,3,1,3,3,3,2,2
途胜L,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
途观L,2025-03-01,94,1,1,1,0.4499999999999999,0.0,-1.0,0.75,-1.0,0.25,,0.75,-1.0,,-1.0,,,,,0.0,-1.0,0.25,-1.0,,,,-1.0,1,0,1,1,0,0,1,1,0,1
途观L新能源,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
速腾,2025-03-01,134,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
逸动,2025-03-01,83,4,1,1,0.6875,0.5,-0.5,0.875,0.0,0.5625,0.0,0.8125,0.0,,0.25,,-0.6666666666666666,,0.0,0.5833333333333334,-0.3333333333333333,0.75,-0.3333333333333333,,0.0,,0.0,3,1,3,4,3,4,3,3,3,4
钇为3,2025-03-01,49,5,1,1,0.05999999999999996,-0.6,-0.8,0.5,0.6666666666666666,0.25,1.0,0.45,0.5,,,,-1.0,,-0.25,,0.2,,1.0,,1.0,,0.6666666666666666,3,2,2,0,3,4,5,1,1,3
铂智4X,2025-03-01,3,1,1,1,0.1499999999999999,-1.0,0.0,1.0,,1.0,,1.0,,,,,0.0,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
锋兰达,2025-03-01,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
锐界L,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
锐程PLUS,2025-03-01,99,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
锐际,2025-03-01,79,5,1,1,0.61,0.4,0.2,0.6,0.5,0.75,0.3333333333333333,0.55,0.0,,0.2,,1.0,,0.0,0.4375,0.6666666666666666,0.5,0.0,,1.0,,1.0,4,3,3,5,2,2,3,3,1,1
长安CS75 PLUS,2025-03-01,88,6,1,1,0.8249999999999998,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.5,0.75,0.5,0.875,0.2,,-0.25,,-0.3333333333333333,,0.75,0.75,0.3333333333333333,0.8333333333333334,0.75,,0.0,,-0.2,6,4,5,4,3,4,6,4,3,5
长安Lumin,2025-03-01,69,4,1,1,0.22499999999999995,-0.5,0.25,0.6875,-0.5,0.1875,-1.0,0.125,-1.0,,-0.5,,0.3333333333333333,,-1.0,,0.0,0.125,-0.5,,-1.0,,0.3333333333333333,2,1,2,2,3,1,3,2,1,3
长安UNI-K,2025-03-01,85,8,1,1,0.6375,0.25,0.75,0.8125,0.4,0.71875,0.5,0.8125,0.8,,0.8333333333333334,,0.6666666666666666,,0.75,0.25,0.5,0.6875,0.6666666666666666,,0.6666666666666666,,1.0,5,4,5,6,3,4,4,3,3,1
长安UNI-T,2025-03-01,99,1,1,1,0.05,-1.0,-1.0,1.0,-1.0,0.75,,-0.25,-1.0,,,,,,-1.0,,,1.0,,,,,,1,0,1,0,0,1,0,0,0,0
长安UNI-V,2025-03-01,92,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
长安UNI-Z新能源,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
长安启源A07,2025-03-01,69,15,1,1,0.5966666666666666,0.13333333333333333,-0.2,0.9,0.8333333333333334,0.65,-0.16666666666666666,0.6333333333333333,0.08333333333333333,,0.5,,-0.6363636363636364,,-0.3333333333333333,,-0.07142857142857142,0.6666666666666666,0.5,,-0.42857142857142855,,0.2727272727272727,12,12,12,6,11,9,14,8,14,11
长安启源Q05经典,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
零跑T03,2025-03-01,54,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
雷凌,2025-03-01,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
领克03,2025-03-01,91,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
风光330,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
风光380,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
飞凡F7,2025-03-01,99,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
马自达EZ-6,2025-03-01,27,27,1,1,0.5833333333333333,0.2222222222222222,0.18518518518518517,0.7222222222222222,0.2916666666666667,0.6203703703703703,0.35294117647058826,0.6111111111111112,0.3157894736842105,0.5833333333333334,0.1,0.9166666666666666,0.45,0.4166666666666667,0.25,,-0.09090909090909091,0.625,0.10526315789473684,,-0.125,,0.5714285714285714,24,17,19,10,20,16,22,19,24,14
驱逐舰05,2025-03-01,94,7,1,1,0.46428571428571425,0.0,-0.7142857142857143,0.5,0.0,0.39285714285714285,0.0,0.42857142857142855,-0.2,,0.0,,-0.25,,-0.14285714285714285,,0.5714285714285714,0.5,-0.5,,0.0,,0.2857142857142857,4,5,5,6,4,7,7,2,2,7
骐达,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
高尔夫,2025-03-01,192,4,1,1,0.39999999999999997,-0.25,-0.25,0.6875,1.0,0.25,0.5,0.0625,0.0,,0.3333333333333333,,0.5,,-0.3333333333333333,0.5,-0.25,0.125,1.0,,1.0,,-1.0,2,2,3,3,2,3,4,3,2,2
魏牌 高山,2025-03-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
AION RT,2025-04-01,28,28,1,1,0.7107142857142856,0.6428571428571429,0.32142857142857145,0.7767857142857143,0.13043478260869565,0.8125,0.35,0.7232142857142857,0.09090909090909091,0.5,0.1,0.55,0.26666666666666666,0.5,0.5714285714285714,,-0.08,0.75,0.0,,0.0,,0.17647058823529413,23,20,22,10,15,21,25,22,23,17
AION S,2025-04-01,81,2,1,1,0.29999999999999993,-0.5,1.0,0.625,1.0,0.125,1.0,0.25,1.0,0.5,,0.0,,0.0,1.0,,0.0,-0.25,1.0,,,,1.0,1,1,1,0,0,1,1,1,0,2
AION UT,2025-04-01,18,18,1,1,0.7888888888888889,0.8888888888888888,0.3333333333333333,0.8472222222222222,0.5454545454545454,0.8333333333333334,0.42857142857142855,0.8333333333333334,0.5,0.75,0.5555555555555556,0.5,0.375,0.6666666666666666,0.25,,0.0625,0.6470588235294118,0.3333333333333333,,-0.15384615384615385,,0.07692307692307693,11,14,18,9,8,16,16,12,13,13
EO 羿欧,2025-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
EVOS,2025-04-01,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
ID.4 CROZZ,2025-04-01,190,3,1,1,0.45,0.0,0.3333333333333333,0.9166666666666666,1.0,0.3333333333333333,-1.0,0.4166666666666667,1.0,,1.0,,1.0,,0.0,,0.6666666666666666,0.5,,,-0.5,,1.0,1,1,1,1,1,1,3,0,2,2
ID.4 X,2025-04-01,196,6,1,1,0.7333333333333333,0.5,0.16666666666666666,0.9166666666666666,0.0,0.875,0.0,0.875,0.3333333333333333,0.25,1.0,0.5,0.4,0.25,0.16666666666666666,,0.16666666666666666,0.75,1.0,,0.2,,1.0,5,2,3,1,5,6,6,3,5,2
ID.6 CROZZ,2025-04-01,6,1,1,1,0.7850000000000001,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,,-1.0,1.0,1.0,,-1.0,,0.0,,-1.0,1,1,1,1,1,1,1,1,1,1
IQ傲歌,2025-04-01,29,6,1,1,0.40833333333333327,0.0,-0.16666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.25,-1.0,,-1.0,,0.3333333333333333,,-0.6666666666666666,,-0.25,0.0,0.0,,0.75,,0.3333333333333333,3,4,4,1,3,3,4,2,4,3
IQ锐歌,2025-04-01,96,1,1,1,0.5,0.0,1.0,1.0,-1.0,1.0,1.0,0.75,1.0,,1.0,,0.0,,,,1.0,,-1.0,,0.0,,,1,1,1,1,1,0,1,1,1,0
MG4,2025-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
MG7,2025-04-01,13,4,1,1,0.7862500000000001,0.75,0.0,1.0,0.75,0.75,0.5,0.625,-0.5,0.875,0.0,,0.0,,-0.3333333333333333,0.5,-1.0,,0.0,,-0.5,,0.5,4,4,4,4,2,3,4,4,4,4
Model 3,2025-04-01,74,1,1,1,0.6000000000000001,0.0,1.0,0.75,,0.5,1.0,0.75,1.0,,1.0,,-1.0,,0.0,,-1.0,0.25,-1.0,,-1.0,,1.0,0,1,1,1,1,1,1,1,1,1
Model Y,2025-04-01,89,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
PATHFINDER探陆,2025-04-01,5,3,1,1,0.785,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,0.3333333333333333,1.0,0.3333333333333333,1.0,-0.3333333333333333,,-1.0,,1.0,0.5,-1.0,,0.0,,-1.0,,0.0,3,3,3,3,2,3,3,3,1,3
Polestar 4,2025-04-01,62,1,1,1,0.5,0.0,-1.0,0.5,,0.5,,0.5,,,-1.0,,1.0,,1.0,,,0.5,-1.0,,-1.0,,,0,0,0,1,1,1,0,1,1,0
QQ冰淇淋,2025-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
T-ROC探歌,2025-04-01,5,2,1,1,0.8574999999999999,0.5,1.0,0.75,0.0,1.0,0.0,0.75,-0.5,0.75,0.0,,1.0,,1.0,1.0,1.0,,1.0,,0.0,,0.0,2,2,2,2,1,2,2,2,2,2
eπ007,2025-04-01,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
e爱丽舍,2025-04-01,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
iCAR 03,2025-04-01,3,3,1,1,0.8316666666666667,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,-0.3333333333333333,0.6666666666666666,1.0,,0.6666666666666666,,0.0,0.5,-1.0,,1.0,,0.0,,1.0,3,3,3,1,3,3,3,2,3,3
世纪,2025-04-01,32,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
东风本田S7,2025-04-01,1,1,1,1,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,,,,1.0,,0.0,,,0.5,1.0,,1.0,,0.0,1,1,1,0,1,1,0,1,1,1
丰田bZ3,2025-04-01,41,6,1,1,0.43333333333333335,-0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.08333333333333333,0.0,0.5,0.0,0.0,0.3333333333333333,0.75,0.25,0.0,0.6666666666666666,,0.25,0.25,-0.3333333333333333,,0.0,,0.0,4,4,2,3,4,3,4,3,2,2
丰田bZ5,2025-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
五菱佳辰,2025-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
五菱宏光S,2025-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
五菱征程,2025-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
五菱星云,2025-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
五菱星光,2025-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
五菱星驰,2025-04-01,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
亚洲狮,2025-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
亚洲龙,2025-04-01,78,6,1,1,0.625,0.16666666666666666,-0.5,0.875,0.16666666666666666,0.25,-1.0,0.5416666666666666,-0.16666666666666666,0.5,-0.6,0.5,-0.6,0.5,-0.6666666666666666,0.9,0.5,0.5833333333333334,-0.16666666666666666,,1.0,,-0.16666666666666666,6,2,6,5,5,3,6,6,3,6
享域,2025-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
伊兰特,2025-04-01,98,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
传祺E8新能源,2025-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
传祺GA8,2025-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
传祺M6,2025-04-01,70,5,1,1,0.43999999999999995,0.0,-0.6,0.45,0.4,0.3,1.0,0.75,0.5,,-1.0,,-1.0,,-0.3333333333333333,0.4375,-0.5,0.25,-0.25,,0.25,,0.3333333333333333,5,3,4,3,1,3,4,4,4,3
传祺M8,2025-04-01,68,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
元PLUS,2025-04-01,50,2,1,1,0.5,0.0,0.0,0.625,0.0,0.375,-0.5,0.25,1.0,,1.0,,1.0,,1.0,,-0.5,0.75,0.0,,0.0,,-0.5,2,2,1,1,2,2,2,2,2,2
元UP,2025-04-01,1,1,1,1,0.8500000000000001,1.0,-1.0,0.75,-1.0,0.75,,0.75,-1.0,,,,,,1.0,,0.0,1.0,0.0,,0.0,,-1.0,1,0,1,0,0,1,1,1,1,1
冠道,2025-04-01,97,2,1,1,0.8250000000000002,0.5,1.0,1.0,1.0,0.75,0.5,1.0,0.5,,1.0,,,,0.5,1.0,0.0,0.625,1.0,,,,0.5,1,2,2,1,0,2,1,2,0,2
凌宝BOX,2025-04-01,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
凌尚,2025-04-01,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
凌放HARRIER,2025-04-01,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
凌渡,2025-04-01,154,2,1,1,0.19999999999999996,-0.5,-0.5,0.625,0.0,0.125,0.5,0.5,-0.5,,0.0,,0.0,,-1.0,0.125,-0.5,0.0,1.0,,1.0,,-0.5,2,2,2,2,2,2,2,1,1,2
凡尔赛C5 X,2025-04-01,55,40,1,1,0.5862499999999999,0.2,-0.15,0.775,0.37142857142857144,0.475,0.0,0.56875,0.45161290322580644,0.5,0.38235294117647056,0.5,0.3548387096774194,0.25,0.3125,0.5431034482758621,0.13333333333333333,0.525,0.047619047619047616,,-0.7333333333333333,,0.17142857142857143,35,23,31,34,31,32,30,21,15,35
凯美瑞,2025-04-01,85,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
凯翼拾月,2025-04-01,12,7,1,1,0.755,0.5714285714285714,0.0,0.8571428571428571,0.0,0.8571428571428571,0.6666666666666666,0.9285714285714286,0.0,0.6428571428571429,-0.16666666666666666,,0.25,,-0.6,0.6428571428571429,-0.14285714285714285,,0.6666666666666666,,-0.5,,0.0,7,6,7,6,4,5,7,6,6,7
凯迪拉克CT5,2025-04-01,84,2,1,1,0.675,0.0,1.0,0.875,0.5,0.875,0.5,0.375,1.0,0.75,-1.0,0.75,0.5,0.5,1.0,0.25,-0.5,0.75,1.0,,1.0,,1.0,2,2,2,2,2,2,2,2,1,1
凯迪拉克XT5,2025-04-01,54,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
