series_name,date,sentiment_review_count_prior_all,sentiment_review_count_180d,sentiment_available_prior,sentiment_available_180d,platform_rating_overall_sentiment_180d_mean,platform_rating_overall_polarity_180d_mean,text_global_polarity_180d_mean,platform_rating_appearance_sentiment_180d_mean,text_appearance_polarity_180d_mean,platform_rating_interior_sentiment_180d_mean,text_interior_polarity_180d_mean,platform_rating_space_sentiment_180d_mean,text_space_polarity_180d_mean,platform_rating_power_sentiment_180d_mean,text_power_polarity_180d_mean,platform_rating_control_sentiment_180d_mean,text_control_polarity_180d_mean,platform_rating_comfort_sentiment_180d_mean,text_comfort_polarity_180d_mean,platform_rating_fuel_consumption_sentiment_180d_mean,text_fuel_consumption_polarity_180d_mean,platform_rating_configuration_sentiment_180d_mean,text_configuration_polarity_180d_mean,platform_rating_intelligence_sentiment_180d_mean,text_intelligence_polarity_180d_mean,platform_rating_value_sentiment_180d_mean,text_value_polarity_180d_mean,text_appearance_mentioned_180d_count,text_interior_mentioned_180d_count,text_space_mentioned_180d_count,text_power_mentioned_180d_count,text_control_mentioned_180d_count,text_comfort_mentioned_180d_count,text_fuel_consumption_mentioned_180d_count,text_configuration_mentioned_180d_count,text_intelligence_mentioned_180d_count,text_value_mentioned_180d_count
奥迪Q3,2022-04-01,55,23,1,1,0.4521739130434782,-0.043478260869565216,-0.30434782608695654,0.8043478260869565,0.6666666666666666,0.43478260869565216,0.2,0.22826086956521738,0.0,0.45,-0.4090909090909091,0.575,0.06666666666666667,0.475,-0.14285714285714285,,-0.3684210526315789,0.29347826086956524,0.058823529411764705,,0.0,,-0.05263157894736842,18,15,20,22,15,14,19,17,12,19
奥迪Q3 Sportback,2022-04-01,50,24,1,1,0.42708333333333326,-0.16666666666666666,0.3333333333333333,0.75,0.36363636363636365,0.3645833333333333,0.0,0.10416666666666667,0.0,0.5277777777777778,0.2222222222222222,0.5416666666666666,0.4,0.4166666666666667,0.21428571428571427,,0.4,0.3125,0.3333333333333333,,-0.6666666666666666,,-0.1111111111111111,22,13,18,18,15,14,10,6,3,9
奥迪Q4 e-tron,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
奥迪Q5 e-tron,2022-04-01,6,6,1,1,0.5166666666666667,0.16666666666666666,0.6666666666666666,0.5416666666666666,0.5,0.4583333333333333,0.2,0.5,0.6,0.625,0.5,0.4166666666666667,0.25,0.5416666666666666,0.5,,0.0,0.5833333333333334,0.5,,0.0,,-1.0,4,5,5,4,4,4,5,2,2,1
奥迪Q5L,2022-04-01,45,22,1,1,0.6022727272727273,0.3181818181818182,-0.2727272727272727,0.8295454545454546,0.3157894736842105,0.3522727272727273,0.0,0.7045454545454546,0.2727272727272727,0.6590909090909091,0.09090909090909091,0.5681818181818182,0.3333333333333333,0.5227272727272727,0.2222222222222222,,-0.4117647058823529,0.5454545454545454,0.11764705882352941,,-0.6666666666666666,,0.09523809523809523,19,18,22,22,18,18,17,17,12,21
威兰达,2022-04-01,28,13,1,1,0.46538461538461545,0.0,-0.5384615384615384,0.5576923076923077,0.4166666666666667,0.23076923076923078,0.3,0.6538461538461539,0.6153846153846154,0.35714285714285715,-0.16666666666666666,0.2857142857142857,0.25,0.35714285714285715,0.23076923076923078,,0.15384615384615385,0.3269230769230769,0.08333333333333333,,-0.5,,0.0,12,10,13,12,12,13,13,12,8,13
威朗,2022-04-01,3,3,1,1,0.4666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,0.4166666666666667,0.0,0.8333333333333334,0.0,-0.5,0.6666666666666666,0.5,0.6666666666666666,0.25,-0.3333333333333333,,0.0,0.3333333333333333,0.0,,0.5,,0.3333333333333333,3,3,3,3,3,3,3,3,2,3
威然,2022-04-01,68,19,1,1,0.47368421052631576,0.0,0.47368421052631576,0.5657894736842105,0.6875,0.5,0.6875,0.5,0.5,0.4117647058823529,0.36363636363636365,0.3235294117647059,0.6666666666666666,0.47058823529411764,0.6875,,-0.2,0.4868421052631579,0.3076923076923077,,0.3333333333333333,,0.375,16,16,18,11,9,16,5,13,3,8
威霆,2022-04-01,14,6,1,1,0.4083333333333332,-0.16666666666666666,0.3333333333333333,0.4583333333333333,0.25,0.375,-1.0,0.7916666666666666,0.6666666666666666,0.4166666666666667,0.25,0.20833333333333334,0.5,0.25,0.5,,0.0,0.2916666666666667,0.5,,,,0.75,4,3,6,4,4,6,4,4,0,4
威飒,2022-04-01,11,11,1,1,0.39999999999999997,-0.09090909090909091,0.18181818181818182,0.5454545454545454,0.2,0.3181818181818182,0.3,0.3181818181818182,0.0,0.4,0.45454545454545453,0.45,0.6,0.425,0.6666666666666666,,0.5,0.36363636363636365,0.25,,0.2,,0.4,10,10,8,11,5,9,2,8,5,5
宋Pro新能源,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
宏光MINIEV,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
宝来,2022-04-01,100,56,1,1,0.3178571428571428,-0.32142857142857145,0.017857142857142856,0.5178571428571429,0.3611111111111111,0.20982142857142858,-0.034482758620689655,0.41964285714285715,0.23255813953488372,0.04054054054054054,-0.061224489795918366,0.31756756756756754,0.09375,0.23648648648648649,0.11363636363636363,,-0.021739130434782608,0.29464285714285715,0.05555555555555555,,0.06666666666666667,,0.18181818181818182,36,29,43,49,32,44,46,36,15,44
宝马1系,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
宝马3系,2022-04-01,50,24,1,1,0.6354166666666666,0.2916666666666667,0.08333333333333333,0.78125,0.4,0.6979166666666666,0.4,0.6145833333333334,0.36363636363636365,0.7307692307692307,0.3333333333333333,0.6153846153846154,0.30434782608695654,0.6730769230769231,0.36363636363636365,,0.0,0.4895833333333333,0.2222222222222222,,0.16666666666666666,,0.17391304347826086,20,20,22,24,23,22,20,18,12,23
宝马5系,2022-04-01,51,23,1,1,0.6760869565217391,0.391304347826087,-0.30434782608695654,0.7065217391304348,0.25,0.5434782608695652,0.2,0.7282608695652174,-0.045454545454545456,0.7166666666666667,0.15,0.7166666666666667,0.05555555555555555,0.6833333333333333,0.0,,-0.5,0.5869565217391305,0.0,,-0.26666666666666666,,0.17391304347826086,20,20,22,20,18,21,14,19,15,23
宝马X1,2022-04-01,37,16,1,1,0.4937499999999999,0.0625,-0.25,0.671875,-0.15384615384615385,0.1875,-0.16666666666666666,0.859375,0.25,0.6875,0.3125,0.5,0.07142857142857142,0.1875,0.21428571428571427,,-0.42857142857142855,0.140625,-0.13333333333333333,,-0.3333333333333333,,-0.06666666666666667,13,12,16,16,14,14,14,15,6,15
宝马X2,2022-04-01,4,3,1,1,0.8133333333333334,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.0,1.0,0.8333333333333334,1.0,0.6666666666666666,1.0,0.8333333333333334,0.0,,0.5,,-1.0,,0.6666666666666666,3,3,3,3,3,3,3,2,1,3
宝马X3,2022-04-01,47,20,1,1,0.5624999999999999,0.2,-0.1,0.775,0.4166666666666667,0.5375,0.23529411764705882,0.2375,0.375,0.75,0.25,0.78125,0.16666666666666666,0.34375,0.4444444444444444,,-0.14285714285714285,0.5375,0.2,,0.0,,0.10526315789473684,12,17,16,20,18,18,14,15,13,19
宝马i3,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
宝骏KiWi EV,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
小虎FEV,2022-04-01,4,2,1,1,0.3,0.0,1.0,0.375,0.5,0.25,0.0,0.5,1.0,0.25,0.0,0.375,,0.125,,,0.0,0.25,,,,,0.0,2,2,1,2,0,0,1,0,0,2
小鹏G3,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
小鹏P5,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
小鹏P7,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
岚图梦想家,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
帕萨特,2022-04-01,52,21,1,1,0.6142857142857142,0.2857142857142857,-0.5238095238095238,0.8095238095238095,0.0,0.4166666666666667,-0.2857142857142857,0.8452380952380952,0.09523809523809523,0.6363636363636364,0.26666666666666666,0.6363636363636364,-0.35714285714285715,0.5909090909090909,-0.05263157894736842,,0.05263157894736842,0.39285714285714285,-0.1111111111111111,,-0.6363636363636364,,0.15789473684210525,13,14,21,15,14,19,19,18,11,19
帕萨特新能源,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
库斯途,2022-04-01,11,10,1,1,0.625,0.2,-0.1,0.475,-0.125,0.45,0.2857142857142857,0.725,0.1,0.6666666666666666,0.125,0.6944444444444444,0.375,0.6666666666666666,0.2,,0.0,0.725,0.25,,-0.5,,0.0,8,7,10,8,8,10,7,8,4,9
微蓝6,2022-04-01,10,6,1,1,0.425,0.0,-0.3333333333333333,0.7083333333333334,0.6666666666666666,0.4583333333333333,-0.75,0.25,0.2,0.5,-0.4,0.0,0.0,0.5,0.3333333333333333,,-0.16666666666666666,0.375,0.2,,-0.4,,0.2,3,4,5,5,4,3,6,5,5,5
思域,2022-04-01,41,25,1,1,0.498,0.04,-0.4,0.72,0.2631578947368421,0.38,0.0,0.49,0.0,0.6041666666666666,-0.125,0.625,0.1,0.2708333333333333,-0.5217391304347826,,-0.043478260869565216,0.33,0.05263157894736842,,-0.2222222222222222,,0.28,19,16,18,24,20,23,23,19,9,25
护卫舰07,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
捷豹XEL,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
捷豹XFL,2022-04-01,27,14,1,1,0.6821428571428572,0.42857142857142855,-0.14285714285714285,0.9464285714285714,0.38461538461538464,0.7142857142857143,0.5,0.8035714285714286,-0.07142857142857142,0.6,-0.23076923076923078,0.65,0.3076923076923077,0.5,0.25,,-0.2857142857142857,0.4107142857142857,0.0,,-0.8,,0.25,13,14,14,13,13,12,7,9,5,12
捷达VA3,2022-04-01,56,17,1,1,0.28823529411764703,-0.47058823529411764,0.35294117647058826,0.3382352941176471,0.36363636363636365,0.17647058823529413,0.3333333333333333,0.36764705882352944,0.25,0.25,-0.21428571428571427,0.2692307692307692,0.0,0.2692307692307692,0.09090909090909091,,0.625,0.2647058823529412,0.36363636363636365,,0.5,,0.3333333333333333,11,9,8,14,11,11,8,11,2,12
探岳,2022-04-01,62,24,1,1,0.5125,0.0,-0.125,0.6770833333333334,0.375,0.3229166666666667,0.1875,0.6979166666666666,0.2608695652173913,0.625,0.14285714285714285,0.5,0.7,0.5,0.0,0.5,0.047619047619047616,0.34375,-0.05263157894736842,,0.0,,0.3684210526315789,16,16,23,21,10,19,21,19,6,19
探岳X,2022-04-01,118,14,1,1,0.5571428571428572,0.2857142857142857,0.5,0.6785714285714286,0.36363636363636365,0.44642857142857145,0.0,0.5892857142857143,0.6,0.5,0.6923076923076923,0.5,0.8571428571428571,0.475,0.5,,0.0,0.5714285714285714,0.0,,0.5,,0.6,11,11,10,13,7,8,6,6,2,5
探界者,2022-04-01,45,25,1,1,0.55,0.04,-0.16,0.74,0.3333333333333333,0.31,0.06666666666666667,0.68,0.45,0.675,0.04,0.65,0.06666666666666667,0.5,0.05555555555555555,,-0.13636363636363635,0.49,0.058823529411764705,,-0.6363636363636364,,0.23809523809523808,15,15,20,25,15,18,22,17,11,21
揽境,2022-04-01,61,44,1,1,0.6886363636363636,0.4772727272727273,0.4318181818181818,0.7670454545454546,0.72,0.7045454545454546,0.6896551724137931,0.8806818181818182,0.7352941176470589,0.5857142857142857,0.29411764705882354,0.5357142857142857,0.5652173913043478,0.6642857142857143,0.75,,0.034482758620689655,0.6647727272727273,0.5714285714285714,,0.0,,0.21428571428571427,25,29,34,34,23,28,29,28,16,28
揽巡,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
摩卡,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
新帝豪,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
昂科威,2022-04-01,55,23,1,1,0.5369565217391304,0.0,0.08695652173913043,0.6739130434782609,0.5294117647058824,0.5543478260869565,0.3684210526315789,0.4782608695652174,0.38095238095238093,0.4264705882352941,0.22727272727272727,0.4852941176470588,0.2777777777777778,0.6323529411764706,0.8571428571428571,,0.2777777777777778,0.44565217391304346,0.21052631578947367,,-0.3333333333333333,,0.3888888888888889,17,19,21,22,18,21,18,19,9,18
星瑞,2022-04-01,66,33,1,1,0.6015151515151516,0.12121212121212122,-0.36363636363636365,0.7272727272727273,0.3448275862068966,0.6515151515151515,0.1724137931034483,0.6136363636363636,0.0967741935483871,0.7115384615384616,0.36363636363636365,0.5288461538461539,-0.08333333333333333,0.5192307692307693,0.125,,-0.09090909090909091,0.6136363636363636,0.25806451612903225,,-0.07407407407407407,,0.30303030303030304,29,29,31,33,24,32,33,31,27,33
星越L,2022-04-01,24,19,1,1,0.7789473684210527,0.7894736842105263,-0.6842105263157895,0.8552631578947368,0.3125,0.7631578947368421,-0.17647058823529413,0.8289473684210527,0.16666666666666666,0.7916666666666666,0.3157894736842105,0.7083333333333334,-0.2857142857142857,0.7083333333333334,-0.05555555555555555,,-0.2631578947368421,0.75,0.4666666666666667,,-0.058823529411764705,,-0.1111111111111111,16,17,18,19,14,18,19,15,17,18
智己L7,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
朗逸,2022-04-01,74,21,1,1,0.2952380952380952,-0.2857142857142857,-0.14285714285714285,0.5476190476190477,0.5294117647058824,0.13095238095238096,0.15384615384615385,0.4523809523809524,0.5,0.10714285714285714,-0.3684210526315789,0.32142857142857145,0.14285714285714285,0.25,-0.1111111111111111,,0.3333333333333333,0.0,0.13333333333333333,,-0.2727272727272727,,0.0,17,13,18,19,14,18,18,15,11,19
本田UR-V,2022-04-01,63,8,1,1,0.5125,0.0,-0.5,0.6875,0.3333333333333333,0.4375,0.2,0.78125,0.625,0.4166666666666667,-0.14285714285714285,0.5,0.0,0.8333333333333334,0.8571428571428571,,-0.3333333333333333,0.1875,-0.7142857142857143,,-1.0,,0.16666666666666666,6,5,8,7,4,7,6,7,4,6
极氪001,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
林肯Z,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
枫叶60s,2022-04-01,1,1,1,1,0.25,0.0,1.0,0.25,1.0,0.25,0.0,0.25,,0.25,0.0,0.25,,0.25,,,0.0,0.25,,,0.0,,1.0,1,1,0,1,0,0,1,0,1,1
标致4008,2022-04-01,27,18,1,1,0.6388888888888888,0.16666666666666666,-0.05555555555555555,0.8611111111111112,0.4444444444444444,0.8472222222222222,0.29411764705882354,0.5833333333333334,0.0,0.5,0.3333333333333333,0.8,0.5625,0.4,0.0,,0.4666666666666667,0.3888888888888889,-0.2,,-0.5384615384615384,,0.8235294117647058,18,17,16,18,16,16,15,15,13,17
标致408,2022-04-01,18,6,1,1,0.3416666666666666,-0.3333333333333333,-0.3333333333333333,0.5833333333333334,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.625,0.16666666666666666,0.20833333333333334,0.16666666666666666,0.375,-0.2,0.3333333333333333,-0.2,,-0.6666666666666666,0.2916666666666667,-0.6,,,,0.4,6,6,6,6,5,5,3,5,0,5
标致5008,2022-04-01,29,11,1,1,0.5727272727272728,0.2727272727272727,-0.2727272727272727,0.6590909090909091,0.4,0.6136363636363636,0.1,0.6363636363636364,0.8,0.5,0.2857142857142857,0.5,-0.16666666666666666,0.4583333333333333,-0.375,,-0.125,0.4772727272727273,0.1111111111111111,,0.0,,-0.3333333333333333,10,10,10,7,6,8,8,9,3,9
格瑞维亚,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
欧拉好猫,2022-04-01,31,9,1,1,0.2666666666666666,-0.4444444444444444,-0.7777777777777778,0.8055555555555556,-0.1111111111111111,0.3611111111111111,0.0,0.3333333333333333,0.0,0.16666666666666666,-0.625,-0.041666666666666664,-0.3333333333333333,0.0,-0.5555555555555556,,-0.4444444444444444,0.25,-0.25,,-0.4444444444444444,,0.0,9,6,6,8,6,9,9,8,9,8
欧拉闪电猫,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
欧诺S,2022-04-01,15,2,1,1,0.2,-0.5,-0.5,0.25,0.0,0.125,1.0,0.625,1.0,0.125,0.0,0.125,-1.0,0.0,1.0,,,0.125,,,,,0.0,1,1,2,2,2,1,0,0,0,2
汉,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
沃兰多,2022-04-01,8,4,1,1,0.92375,1.0,0.0,1.0,0.0,0.75,0.75,1.0,1.0,0.75,-0.75,1.0,0.0,1.0,1.0,0.875,0.0,,0.0,,0.0,,0.0,4,4,4,4,4,4,4,4,2,4
沃尔沃C40,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
沃尔沃S60,2022-04-01,54,28,1,1,0.6535714285714286,0.21428571428571427,0.0,0.9196428571428571,0.3181818181818182,0.6875,0.0,0.4732142857142857,-0.08,0.7666666666666667,0.4,0.7166666666666667,0.3181818181818182,0.55,0.17391304347826086,,0.0,0.5267857142857143,-0.2,,-0.36363636363636365,,-0.17857142857142858,22,22,25,25,22,23,20,25,11,28
沃尔沃S90,2022-04-01,51,18,1,1,0.7055555555555555,0.5,-0.2222222222222222,0.8055555555555556,0.5714285714285714,0.7222222222222222,-0.35714285714285715,0.8472222222222222,0.47058823529411764,0.7291666666666666,0.0,0.6666666666666666,-0.05555555555555555,0.625,0.3125,,-0.058823529411764705,0.5555555555555556,0.13333333333333333,,-0.4166666666666667,,0.5625,14,14,17,17,18,16,17,15,12,16
沃尔沃S90新能源,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
海豚,2022-04-01,28,26,1,1,0.4653846153846154,0.11538461538461539,-0.34615384615384615,0.4807692307692308,0.15789473684210525,0.46153846153846156,0.3333333333333333,0.5673076923076923,0.13043478260869565,0.4583333333333333,-0.17391304347826086,0.3055555555555556,0.2777777777777778,0.4166666666666667,0.0,,-0.2,0.375,0.19047619047619047,,0.2,,-0.2608695652173913,19,18,23,23,18,21,25,21,10,23
海豹,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
深蓝SL03,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
焕驰,2022-04-01,39,9,1,1,0.0611111111111111,-0.8888888888888888,0.0,0.25,0.6,0.0,0.2,0.05555555555555555,0.5,-0.027777777777777776,-0.2,0.16666666666666666,1.0,-0.027777777777777776,-0.6666666666666666,,-0.16666666666666666,-0.1111111111111111,0.25,,,,0.6,5,5,2,5,3,3,6,4,0,5
狮铂拓界,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
瑞虎3x,2022-04-01,45,20,1,1,0.39249999999999996,-0.1,0.3,0.4,0.8888888888888888,0.4875,0.16666666666666666,0.2875,0.45454545454545453,0.14285714285714285,0.21428571428571427,0.25,0.3333333333333333,0.07142857142857142,0.18181818181818182,-0.25,-0.09090909090909091,0.5125,0.7,,0.25,,0.14285714285714285,9,6,11,14,15,11,11,10,4,14
瑞虎5x,2022-04-01,52,9,1,1,0.44999999999999996,-0.2222222222222222,0.0,0.3888888888888889,0.0,0.5833333333333334,0.75,0.5,0.375,0.3,0.3333333333333333,0.5,0.6,0.35,0.6666666666666666,0.5,0.375,0.4444444444444444,0.16666666666666666,,0.6,,0.625,5,4,8,9,5,6,8,6,5,8
瑞虎7,2022-04-01,59,17,1,1,0.5441176470588235,0.17647058823529413,0.0,0.6617647058823529,0.2,0.5441176470588235,-0.08333333333333333,0.5294117647058824,0.5,0.4444444444444444,0.0625,0.4444444444444444,-0.07692307692307693,0.3888888888888889,0.23529411764705882,,-0.26666666666666666,0.5,0.0,,0.2857142857142857,,0.13333333333333333,15,12,14,16,13,17,15,9,7,15
瑞虎8,2022-04-01,48,23,1,1,0.5869565217391305,0.2608695652173913,-0.5217391304347826,0.532608695652174,0.05,0.5652173913043478,-0.8235294117647058,0.6521739130434783,0.23809523809523808,0.890625,0.391304347826087,0.640625,0.05555555555555555,0.5,0.3333333333333333,,-0.047619047619047616,0.43478260869565216,-0.35294117647058826,,-0.4166666666666667,,0.043478260869565216,20,17,21,23,18,21,21,17,12,23
瑞风E3,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
瑞风M3,2022-04-01,17,8,1,1,0.15625,-0.625,-0.125,0.5,1.0,0.15625,-0.5,0.6875,0.0,-0.03571428571428571,0.0,0.0,1.0,-0.14285714285714285,0.0,,0.2,-0.0625,1.0,,,,-0.5,1,4,7,6,2,6,5,1,0,2
皇冠陆放,2022-04-01,28,25,1,1,0.61,0.32,-0.36,0.82,0.3333333333333333,0.51,-0.15,0.75,0.19047619047619047,0.65,-0.05263157894736842,0.575,0.0,0.725,-0.10526315789473684,,0.2,0.37,0.0,,-0.125,,-0.05,18,20,21,19,16,19,20,17,8,20
皓影,2022-04-01,54,17,1,1,0.5441176470588235,0.17647058823529413,-0.35294117647058826,0.7647058823529411,0.0,0.2647058823529412,-0.3076923076923077,0.8088235294117647,0.25,0.55,0.4666666666666667,0.475,-0.125,0.575,-0.0625,,0.13333333333333333,0.39705882352941174,-0.23529411764705882,,-0.3333333333333333,,0.4375,13,13,16,15,16,16,15,17,9,16
皓影新能源,2022-04-01,1,1,1,1,0.5,0.0,-1.0,1.0,1.0,0.0,-1.0,0.5,1.0,1.0,1.0,0.0,-1.0,0.5,1.0,1.0,1.0,,,,0.0,,1.0,1,1,1,1,1,1,1,0,1,1
福瑞迪,2022-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
秦PLUS,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
秦新能源,2022-04-01,4,1,1,1,0.94,1.0,-1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,,-1.0,,,,-1.0,1,1,1,1,1,1,1,1,0,1
红旗E-QM5,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
红旗H5,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
红旗H9,2022-04-01,58,22,1,1,0.6931818181818182,0.4090909090909091,0.09090909090909091,0.9545454545454546,0.2631578947368421,0.7727272727272727,0.3,0.6590909090909091,0.19047619047619047,0.5,0.42105263157894735,0.34615384615384615,0.0,0.6923076923076923,0.38095238095238093,0.5,0.0,0.6477272727272727,0.08333333333333333,,0.0,,0.4,19,20,21,19,17,21,17,12,10,15
红旗HQ9,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
红旗HS5,2022-04-01,56,25,1,1,0.624,0.36,-0.6,0.78,0.2631578947368421,0.68,-0.11764705882352941,0.7,0.13636363636363635,0.5384615384615384,0.15,0.4423076923076923,0.05555555555555555,0.5384615384615384,-0.28,,-0.375,0.55,0.16666666666666666,,-0.5,,0.25,19,17,22,20,18,25,24,18,16,24
红旗国耀,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
缤智,2022-04-01,59,13,1,1,0.24999999999999997,-0.46153846153846156,0.0,0.5,0.6363636363636364,0.038461538461538464,0.25,0.4807692307692308,0.25,0.10714285714285714,-0.1,0.2857142857142857,-0.5,0.07142857142857142,-0.5,,0.3,-0.019230769230769232,-0.3,,0.0,,0.0,11,8,12,10,6,12,10,10,4,12
缤越,2022-04-01,22,7,1,1,0.6142857142857142,0.42857142857142855,-1.0,0.8928571428571429,0.5,0.5,0.2,0.5357142857142857,-0.14285714285714285,0.5,0.42857142857142855,0.5833333333333334,0.0,0.16666666666666666,-0.5714285714285714,,-0.5714285714285714,0.5714285714285714,-0.6,,-1.0,,0.0,6,5,7,7,5,7,7,5,2,7
腾势D9,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
艾力绅,2022-04-01,73,20,1,1,0.475,-0.05,0.15,0.65,0.3076923076923077,0.35,0.25,0.6,0.4117647058823529,0.3269230769230769,-0.11764705882352941,0.4230769230769231,0.25,0.6538461538461539,0.2631578947368421,,0.5,0.275,0.2727272727272727,,-0.3333333333333333,,-0.125,13,12,17,17,8,19,14,11,6,8
艾瑞泽8,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
英仕派,2022-04-01,34,20,1,1,0.675,0.4,-0.35,0.775,0.125,0.55,0.46153846153846156,0.85,0.15789473684210525,0.6428571428571429,-0.05555555555555555,0.5714285714285714,0.07142857142857142,0.6071428571428571,-0.15789473684210525,,-0.15,0.575,0.42105263157894735,,-0.09090909090909091,,0.1111111111111111,16,13,19,18,14,19,20,19,11,18
荣威RX3,2022-04-01,10,2,1,1,0.5325,0.0,0.5,0.75,0.0,0.25,1.0,0.75,0.5,0.5,0.0,0.5,1.0,0.25,1.0,0.75,0.0,,0.0,,1.0,,-0.5,2,2,2,2,2,2,2,2,1,2
荣威i6 MAX新能源,2022-04-01,7,2,1,1,0.6875,0.5,1.0,0.75,1.0,0.75,0.0,0.5,-0.5,0.75,1.0,0.75,0.0,0.5,0.0,0.75,0.0,,0.0,,-0.5,,0.0,2,2,2,2,2,2,2,1,2,2
荣威iMAX8,2022-04-01,39,20,1,1,0.6725,0.45,0.2,0.725,0.29411764705882354,0.675,0.6923076923076923,0.6375,0.47368421052631576,0.6071428571428571,0.4444444444444444,0.5892857142857143,0.3333333333333333,0.7142857142857143,0.6111111111111112,,-0.23529411764705882,0.675,0.4,,0.2,,0.4666666666666667,17,13,19,18,18,18,17,15,10,15
荣威iMAX8新能源,2022-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
菱智,2022-04-01,21,3,1,1,0.2333333333333333,-0.3333333333333333,-1.0,0.4166666666666667,0.0,-0.08333333333333333,1.0,0.3333333333333333,1.0,-0.375,-0.6666666666666666,0.75,0.0,0.0,-1.0,,-0.5,0.25,1.0,,,,0.0,1,1,1,3,1,2,2,1,0,1
