MAE,RMSE,MAPE,WMAPE,version,series_name,test_months,actual_volume
283.1812744140625,347.54178092371876,10.71313776208022,11.325740877778797,ALL_SENTIMENT,极氪001,6,15002.0
641.9925028483073,896.2105746218795,54.509887621009725,54.360076447782156,ALL_SENTIMENT,极氪009,6,7086.0
228.91095987955728,229.2835763950655,26.7304660723165,25.0495305357896,ALL_SENTIMENT,林肯Z,6,5483.0
316.19678751627606,474.3969534042986,32.05122806604697,42.54722415558771,ALL_SENTIMENT,标致408,6,4459.0
77.85690307617188,88.45394292834715,85.78887530167178,64.97099004965663,ALL_SENTIMENT,标致508,6,719.0
817.5614827473959,1020.4698244617746,36.945141459432726,27.150987416197346,ALL_SENTIMENT,格瑞维亚,6,18067.0
632.9688720703125,803.8001774356517,163.54130987584375,79.83630927941718,ALL_SENTIMENT,欧拉好猫,6,4757.0
42.34843095143636,43.983387343310845,,,ALL_SENTIMENT,欧拉闪电猫,6,0.0
105.73374938964844,120.05690604989499,19.49333888539526,20.216778085974845,ALL_SENTIMENT,欧诺S,6,3138.0
1667.259501139323,2119.568466952346,70.30084351609527,57.894305265558984,ALL_SENTIMENT,汉,6,17279.0
700.5345865885416,724.7877793028183,128.22227498996827,72.83326147169035,ALL_SENTIMENT,沃尔沃S90,6,5771.0
228.3954111735026,229.8468776130036,1633.171187121459,965.0510331274758,ALL_SENTIMENT,沃尔沃S90新能源,6,142.0
6126.425862630208,6492.185906337094,55.26881587417706,53.18616638806194,ALL_SENTIMENT,海豚,6,69113.0
196.82960510253906,206.93479245334441,49.437217462534825,39.803762406984646,ALL_SENTIMENT,海豹07DM-i,6,2967.0
186.4998550415039,212.02787505448364,1271.724360123145,71.04756382533482,ALL_SENTIMENT,深蓝SL03,6,1575.0
6.020699302355449,6.504395308526726,309.12534197171533,361.2419581413269,ALL_SENTIMENT,焕驰,6,10.0
179.72415161132812,206.03390874624978,27.014222511057916,23.809779414174624,ALL_SENTIMENT,瑞虎3x,6,4529.0
651.5015055338541,780.9393814608285,26.91854107313182,29.248103503203332,ALL_SENTIMENT,瑞虎7,6,13365.0
2872.780029296875,3448.9576030285225,25.394704500277896,28.10939363304183,ALL_SENTIMENT,瑞虎8,6,61320.0
1232.5610758463542,1384.7008571856886,28.973757895455797,30.472481169714964,ALL_SENTIMENT,瑞虎9,6,24269.0
52.3155517578125,60.57552272504002,58.786228461015234,32.494131526591616,ALL_SENTIMENT,瑞风E3,6,966.0
730.1395670572916,959.7170337459582,27.694554336653603,20.874052519863486,ALL_SENTIMENT,皇冠陆放,6,20987.0
156.31332143147787,159.29568894210252,351.3408259164844,232.14849717546215,ALL_SENTIMENT,皓影新能源,6,404.0
427.2547887166341,536.3396991660833,60.75992079795714,68.30612129762336,ALL_SENTIMENT,福瑞迪,6,3753.0
6454.435953776042,7619.975937901671,77.01895351836606,56.643531019403895,ALL_SENTIMENT,秦PLUS,6,68369.0
898.1984252929688,902.275499908685,1985.82253072498,1340.5946646163713,ALL_SENTIMENT,秦新能源,6,402.0
21.310097376505535,21.622293796991,,,ALL_SENTIMENT,红旗E-HS9,6,0.0
1365.8535563151042,1573.4643996247235,50.37344041719335,49.89419383799467,ALL_SENTIMENT,红旗E-QM5,6,16425.0
239.0962117513021,242.09938150905793,55.97709247644202,54.01269843779415,ALL_SENTIMENT,红旗H9,6,2656.0
6.8401444753011065,7.080148682826735,193.51802190144855,157.84948789156402,ALL_SENTIMENT,红旗国耀,6,26.0
130.29558817545572,200.14347764113316,20.705892378679724,25.423529400088924,ALL_SENTIMENT,缤智,6,3075.0
5332.486409505208,6495.68554707304,42.077178258116085,48.21488940012847,ALL_SENTIMENT,缤越,6,66359.0
2055.445515950521,2512.27838886155,41.12671819307052,43.69259936123831,ALL_SENTIMENT,腾势D9,6,28226.0
115.74213155110677,126.96170850203326,47.13164079127943,39.93403043741464,ALL_SENTIMENT,艾力绅,6,1739.0
1594.0004069010417,1877.1475027060444,18.830965469928284,18.97996118556509,ALL_SENTIMENT,艾瑞泽8,6,50390.0
662.3278198242188,825.7611577506872,24.642294775244967,24.716798849019234,ALL_SENTIMENT,英仕派,6,16078.0
1958.3254801432292,2313.916011211707,151.603206904056,46.591668507313436,ALL_SENTIMENT,荣威i5,6,25219.0
240.8444620768229,242.03185127447523,3151.7933299079177,4661.505717615928,ALL_SENTIMENT,荣威i6 MAX新能源,6,31.0
456.4535420735677,499.7033285442379,47.57597731691025,50.05887867741558,ALL_SENTIMENT,菱智,6,5471.0
399.00929768880206,461.797970524666,18.14818483937024,18.862714986864265,ALL_SENTIMENT,蒙迪欧,6,12692.0
231.03777058919272,272.82247934096154,43.26370627123654,34.58649260317256,ALL_SENTIMENT,蔚来ET5,6,4008.0
69.35042317708333,78.38306322367686,518.020961702543,433.4401448567708,ALL_SENTIMENT,蔚来ET7,6,96.0
