pcauto_series_id,annual_sales,pcauto_brand,brand_id,brand_name,series_id,series_name,car_id,car_name,year,energy_type,manufacturer,vehicle_class,official_price_wan,official_price_str,owner_price,dealer_price,engine_displacement_ml,engine_displacement_l,engine_intake_type,engine_cylinder_arrangement,engine_cylinder_nums,engine_unique_tech,engine_max_horsepower_ps,engine_max_power_kw,engine_max_power_rpm,engine_max_torque_nm,engine_max_torque_rpm,fuel_form,fuel_grade,oil_supply,cylinder_material,environmental_standard,gearbox_short,gear_count,gearbox_type,max_speed_kmh,acceleration_0_100_s,fuel_consumption_l_100km,warranty_period,motor_type,motor_total_power_kw,motor_total_torque_nm,motor_front_power_kw,motor_front_torque_nm,motor_rear_power_kw,motor_rear_torque_nm,motor_system_power_kw,motor_system_torque_nm,battery_type,battery_capacity_kwh,battery_range_km,electricity_consumption_kwh_100km,battery_warranty,charging_time_h,fast_charge_percent,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,min_ground_clearance_mm,curb_weight_kg,body_structure,door_count,seat_count,trunk_volume_l,door_open_way,driver_airbag,side_airbag,side_air_curtain,knee_airbag,steering_wheel_material,steering_wheel_adjustment,center_screen,multimedia_interface,sound_brand,speaker_count,seat_material,seat_heating,aircon_control,speaker_count_original,original_energy_type
sg651,1280.0,起亚,13.0,起亚,1126,嘉华,251348,2.0T豪华款,2025,燃油,起亚,中大型MPV,28.89,28.89万,暂无报价,20.24万,1975.0,2.0,涡轮增压,L,4.0,,233.0,171.0,6000.0,353.0,1500,汽油,92#,缸内直喷,铝,国VI,8挡手自一体,8.0,手自一体变速箱(AT),205.0,,,5年或10万公里,,,,,,,,,,,,,,,,,5155,1995,1795,3090,1744.0,1743.0,183.0,2095.0,MPV,5.0,7.0,1793.0,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg651,439.0,起亚,13.0,起亚,1126,嘉华,251348,2.0T豪华款,2026,燃油,起亚,中大型MPV,28.89,28.89万,暂无报价,20.24万,1975.0,2.0,涡轮增压,L,4.0,,233.0,171.0,6000.0,353.0,1500,汽油,92#,缸内直喷,铝,国VI,8挡手自一体,8.0,手自一体变速箱(AT),205.0,,,5年或10万公里,,,,,,,,,,,,,,,,,5155,1995,1795,3090,1744.0,1743.0,183.0,2095.0,MPV,5.0,7.0,1793.0,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg678,32494.0,大众,,大众,sg678,途安,pcauto_m34046,途安 2015款 1.4TSI 手动 风尚版5座,2015,燃油,上汽大众,MPV,13.98,13.98万,,,1390.0,1.4,涡轮增压,直列,4.0,,131.0,96.0,,220.0,,汽油,92号(原93号),直喷,铸铁,国IV/国V,手动,5.0,手动,190.0,11.0,,三年或10万公里,,,,,,,,,,,,,,,,,4395,1794,1634,2678,,,,1520.0,MPV,5.0,5.0,,,,,,,,上下+前后,,,,,织物,,手动,,
sg678,2204.0,大众,,大众,sg678,途安,pcauto_m34046,途安 2015款 1.4TSI 手动 风尚版5座,2022,燃油,上汽大众,MPV,13.98,13.98万,,,1390.0,1.4,涡轮增压,直列,4.0,,131.0,96.0,,220.0,,汽油,92号(原93号),直喷,铸铁,国IV/国V,手动,5.0,手动,190.0,11.0,,三年或10万公里,,,,,,,,,,,,,,,,,4395,1794,1634,2678,,,,1520.0,MPV,5.0,5.0,,,,,,,,上下+前后,,,,,织物,,手动,,
sg678,931.0,大众,,大众,sg678,途安,pcauto_m34046,途安 2015款 1.4TSI 手动 风尚版5座,2023,燃油,上汽大众,MPV,13.98,13.98万,,,1390.0,1.4,涡轮增压,直列,4.0,,131.0,96.0,,220.0,,汽油,92号(原93号),直喷,铸铁,国IV/国V,手动,5.0,手动,190.0,11.0,,三年或10万公里,,,,,,,,,,,,,,,,,4395,1794,1634,2678,,,,1520.0,MPV,5.0,5.0,,,,,,,,上下+前后,,,,,织物,,手动,,
sg678,897.0,大众,,大众,sg678,途安,pcauto_m34046,途安 2015款 1.4TSI 手动 风尚版5座,2024,燃油,上汽大众,MPV,13.98,13.98万,,,1390.0,1.4,涡轮增压,直列,4.0,,131.0,96.0,,220.0,,汽油,92号(原93号),直喷,铸铁,国IV/国V,手动,5.0,手动,190.0,11.0,,三年或10万公里,,,,,,,,,,,,,,,,,4395,1794,1634,2678,,,,1520.0,MPV,5.0,5.0,,,,,,,,上下+前后,,,,,织物,,手动,,
sg678,401.0,大众,,大众,sg678,途安,pcauto_m34046,途安 2015款 1.4TSI 手动 风尚版5座,2025,燃油,上汽大众,MPV,13.98,13.98万,,,1390.0,1.4,涡轮增压,直列,4.0,,131.0,96.0,,220.0,,汽油,92号(原93号),直喷,铸铁,国IV/国V,手动,5.0,手动,190.0,11.0,,三年或10万公里,,,,,,,,,,,,,,,,,4395,1794,1634,2678,,,,1520.0,MPV,5.0,5.0,,,,,,,,上下+前后,,,,,织物,,手动,,
sg678,509.0,大众,,大众,sg678,途安,pcauto_m34046,途安 2015款 1.4TSI 手动 风尚版5座,2026,燃油,上汽大众,MPV,13.98,13.98万,,,1390.0,1.4,涡轮增压,直列,4.0,,131.0,96.0,,220.0,,汽油,92号(原93号),直喷,铸铁,国IV/国V,手动,5.0,手动,190.0,11.0,,三年或10万公里,,,,,,,,,,,,,,,,,4395,1794,1634,2678,,,,1520.0,MPV,5.0,5.0,,,,,,,,上下+前后,,,,,织物,,手动,,
sg7075,7016.0,起亚,,起亚,sg7075,起亚K5凯酷,pcauto_m130408,起亚K5凯酷 2025款 1.5T 豪华版,2022,燃油,起亚,中型车,13.98,13.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,170.0,125.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,干式双离合,7.0,干式双离合变速箱,210.0,,,三年或15万公里,,,,,,,,,,,,,,,,,4980,1860,1445,2900,,,,1472.0,三厢车,4.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg7075,3116.0,起亚,,起亚,sg7075,起亚K5凯酷,pcauto_m130408,起亚K5凯酷 2025款 1.5T 豪华版,2023,燃油,起亚,中型车,13.98,13.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,170.0,125.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,干式双离合,7.0,干式双离合变速箱,210.0,,,三年或15万公里,,,,,,,,,,,,,,,,,4980,1860,1445,2900,,,,1472.0,三厢车,4.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg7075,1502.0,起亚,,起亚,sg7075,起亚K5凯酷,pcauto_m130408,起亚K5凯酷 2025款 1.5T 豪华版,2024,燃油,起亚,中型车,13.98,13.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,170.0,125.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,干式双离合,7.0,干式双离合变速箱,210.0,,,三年或15万公里,,,,,,,,,,,,,,,,,4980,1860,1445,2900,,,,1472.0,三厢车,4.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg7075,1770.0,起亚,,起亚,sg7075,起亚K5凯酷,pcauto_m130408,起亚K5凯酷 2025款 1.5T 豪华版,2025,燃油,起亚,中型车,13.98,13.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,170.0,125.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,干式双离合,7.0,干式双离合变速箱,210.0,,,三年或15万公里,,,,,,,,,,,,,,,,,4980,1860,1445,2900,,,,1472.0,三厢车,4.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg7075,198.0,起亚,,起亚,sg7075,起亚K5凯酷,pcauto_m130408,起亚K5凯酷 2025款 1.5T 豪华版,2026,燃油,起亚,中型车,13.98,13.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,170.0,125.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,干式双离合,7.0,干式双离合变速箱,210.0,,,三年或15万公里,,,,,,,,,,,,,,,,,4980,1860,1445,2900,,,,1472.0,三厢车,4.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg7129,12109.0,日产,,日产,sg7129,楼兰,pcauto_m99853,楼兰 2021款 2.5L XE 两驱精英版,2021,燃油,东风日产,中型SUV,23.88,23.88万,,,2488.0,2.5,自然吸气,直列,4.0,C-VTC连续可变气门正时,186.0,137.0,,243.0,,汽油,92号(原93号),多点电喷,铝合金,国VI,无级变速,7.0,无级变速,180.0,12.3,,五年或15万公里,,,,,,,,,,,,,,,,,4897,1908,1691,2830,,,,1656.0,SUV,5.0,5.0,,,,,,,塑料,上下+前后,,,,,织物,,自动,,
sg7209,83385.0,宝马,4.0,宝马,148,宝马X1,251043,sDrive25Li X设计套装,2022,燃油,华晨宝马,紧凑型SUV,25.8,25.80万,16.65万,17.90万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,227.0,167.0,5000.0,300.0,1450,汽油,95#,混合喷射,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,229.0,7.9,7.2,3年或10万公里,,,,,,,,,,,,,,,,,4616,1845,1641,2802,1582.0,1583.0,,1606.0,SUV,5.0,5.0,540.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,哈曼卡顿,12以上,仿皮,前 / 后,自动,12以上,燃油
sg7209,78270.0,宝马,4.0,宝马,148,宝马X1,251043,sDrive25Li X设计套装,2023,燃油,华晨宝马,紧凑型SUV,25.8,25.80万,16.65万,17.90万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,227.0,167.0,5000.0,300.0,1450,汽油,95#,混合喷射,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,229.0,7.9,7.2,3年或10万公里,,,,,,,,,,,,,,,,,4616,1845,1641,2802,1582.0,1583.0,,1606.0,SUV,5.0,5.0,540.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,哈曼卡顿,12以上,仿皮,前 / 后,自动,12以上,燃油
sg7209,81709.0,宝马,4.0,宝马,148,宝马X1,251043,sDrive25Li X设计套装,2024,燃油,华晨宝马,紧凑型SUV,25.8,25.80万,16.65万,17.90万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,227.0,167.0,5000.0,300.0,1450,汽油,95#,混合喷射,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,229.0,7.9,7.2,3年或10万公里,,,,,,,,,,,,,,,,,4616,1845,1641,2802,1582.0,1583.0,,1606.0,SUV,5.0,5.0,540.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,哈曼卡顿,12以上,仿皮,前 / 后,自动,12以上,燃油
sg7209,51656.0,宝马,4.0,宝马,148,宝马X1,251043,sDrive25Li X设计套装,2025,燃油,华晨宝马,紧凑型SUV,25.8,25.80万,16.65万,17.90万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,227.0,167.0,5000.0,300.0,1450,汽油,95#,混合喷射,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,229.0,7.9,7.2,3年或10万公里,,,,,,,,,,,,,,,,,4616,1845,1641,2802,1582.0,1583.0,,1606.0,SUV,5.0,5.0,540.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,哈曼卡顿,12以上,仿皮,前 / 后,自动,12以上,燃油
sg7209,21969.0,宝马,4.0,宝马,148,宝马X1,255887,sDrive25Li X设计套装,2026,燃油,华晨宝马,紧凑型SUV,25.8,25.80万,18.11万,17.90万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,227.0,167.0,5000.0,300.0,1450,汽油,95#,混合喷射,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,229.0,7.9,7.2,3年或10万公里,,,,,,,,,,,,,,,,,4616,1845,1641,2802,1582.0,1583.0,,1606.0,SUV,5.0,5.0,540.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,哈曼卡顿,12以上,仿皮,前 / 后,自动,12以上,燃油
sg7543,6688.0,红旗,,红旗,sg7543,红旗H7,pcauto_m104647,红旗H7 2021款 1.8T 舒适版,2021,燃油,一汽红旗,中大型车,25.28,25.28万,,,1796.0,1.8,涡轮增压,直列,4.0,,188.0,138.0,,260.0,,汽油,95号(原97号),多点电喷,铸铁,国VI,手自一体,6.0,手自一体,200.0,,,四年或10万公里,,,,,,,,,,,,,,,,,5095,1875,1485,2970,,,,1804.0,三厢车,4.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,真皮,,自动,,
sg7739,13478.0,长安凯程,171.0,长安凯程,1475,欧诺S,246543,1.5L尊享版双蒸空调客车JL473QG 5座,2022,燃油,长安轻型车,微面,5.19,5.19万,4.70万,5.19万,1480.0,1.5,自然吸气,L,4.0,,107.0,78.0,5500.0,145.0,3500,汽油,92#,多点电喷,铝,国VI,5挡手动,5.0,手动变速箱(MT),155.0,,,,,,,,,,,,,,,,,,,,4450,1685,1835,2750,1425.0,1435.0,,1215.0,客车,5.0,5.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,,小屏,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg7739,10825.0,长安凯程,171.0,长安凯程,1475,欧诺S,246543,1.5L尊享版双蒸空调客车JL473QG 5座,2023,燃油,长安轻型车,微面,5.19,5.19万,4.70万,5.19万,1480.0,1.5,自然吸气,L,4.0,,107.0,78.0,5500.0,145.0,3500,汽油,92#,多点电喷,铝,国VI,5挡手动,5.0,手动变速箱(MT),155.0,,,,,,,,,,,,,,,,,,,,4450,1685,1835,2750,1425.0,1435.0,,1215.0,客车,5.0,5.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,,小屏,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg7739,13698.0,长安凯程,171.0,长安凯程,1475,欧诺S,246543,1.5L尊享版双蒸空调客车JL473QG 5座,2024,燃油,长安轻型车,微面,5.19,5.19万,4.70万,5.19万,1480.0,1.5,自然吸气,L,4.0,,107.0,78.0,5500.0,145.0,3500,汽油,92#,多点电喷,铝,国VI,5挡手动,5.0,手动变速箱(MT),155.0,,,,,,,,,,,,,,,,,,,,4450,1685,1835,2750,1425.0,1435.0,,1215.0,客车,5.0,5.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,,小屏,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg7739,11142.0,长安凯程,171.0,长安凯程,1475,欧诺S,246543,1.5L尊享版双蒸空调客车JL473QG 5座,2025,燃油,长安轻型车,微面,5.19,5.19万,4.70万,5.19万,1480.0,1.5,自然吸气,L,4.0,,107.0,78.0,5500.0,145.0,3500,汽油,92#,多点电喷,铝,国VI,5挡手动,5.0,手动变速箱(MT),155.0,,,,,,,,,,,,,,,,,,,,4450,1685,1835,2750,1425.0,1435.0,,1215.0,客车,5.0,5.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,,小屏,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg7739,3138.0,长安凯程,171.0,长安凯程,1475,欧诺S,246543,1.5L尊享版双蒸空调客车JL473QG 5座,2026,燃油,长安轻型车,微面,5.19,5.19万,4.70万,5.19万,1480.0,1.5,自然吸气,L,4.0,,107.0,78.0,5500.0,145.0,3500,汽油,92#,多点电喷,铝,国VI,5挡手动,5.0,手动变速箱(MT),155.0,,,,,,,,,,,,,,,,,,,,4450,1685,1835,2750,1425.0,1435.0,,1215.0,客车,5.0,5.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,,小屏,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg7889,12762.0,起亚,13.0,起亚,1116,起亚K3,81261,1.5L IVT 舒适版,2022,燃油,起亚,紧凑型车,11.29,11.29万,7.20万,6.84万,1497.0,1.5,自然吸气,L,4.0,,115.0,85.0,6300.0,144.0,4500,汽油,92#,多点电喷,铝,国VI,CVT无级变速(模拟8挡),,无级变速箱(CVT),190.0,,5.77,3年或10万公里,,,,,,,,,,,,,,,,,4666,1780,1450,2700,1564.0,1555.0,170.0,1262.0,三厢车,4.0,5.0,502.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,织物,前 / 后,自动,46180,燃油
sg7889,7307.0,起亚,13.0,起亚,1116,起亚K3,81261,1.5L IVT 舒适版,2023,燃油,起亚,紧凑型车,11.29,11.29万,7.20万,6.84万,1497.0,1.5,自然吸气,L,4.0,,115.0,85.0,6300.0,144.0,4500,汽油,92#,多点电喷,铝,国VI,CVT无级变速(模拟8挡),,无级变速箱(CVT),190.0,,5.77,3年或10万公里,,,,,,,,,,,,,,,,,4666,1780,1450,2700,1564.0,1555.0,170.0,1262.0,三厢车,4.0,5.0,502.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,织物,前 / 后,自动,46180,燃油
sg7889,10938.0,起亚,13.0,起亚,1116,起亚K3,98053,1.5L IVT 舒适优享版,2024,燃油,起亚,紧凑型车,11.44,11.44万,6.82万,6.99万,1497.0,1.5,自然吸气,L,4.0,,115.0,85.0,6300.0,144.0,4500,汽油,92#,多点电喷,铝,国VI,CVT无级变速(模拟8挡),,无级变速箱(CVT),190.0,,5.77,3年或10万公里,,,,,,,,,,,,,,,,,4666,1780,1450,2700,1564.0,1555.0,170.0,1262.0,三厢车,4.0,5.0,502.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg7889,6525.0,起亚,13.0,起亚,1116,起亚K3,98053,1.5L IVT 舒适优享版,2025,燃油,起亚,紧凑型车,11.44,11.44万,6.82万,6.99万,1497.0,1.5,自然吸气,L,4.0,,115.0,85.0,6300.0,144.0,4500,汽油,92#,多点电喷,铝,国VI,CVT无级变速(模拟8挡),,无级变速箱(CVT),190.0,,5.77,3年或10万公里,,,,,,,,,,,,,,,,,4666,1780,1450,2700,1564.0,1555.0,170.0,1262.0,三厢车,4.0,5.0,502.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg7889,5736.0,起亚,13.0,起亚,1116,起亚K3,98053,1.5L IVT 舒适优享版,2026,燃油,起亚,紧凑型车,11.44,11.44万,6.82万,6.99万,1497.0,1.5,自然吸气,L,4.0,,115.0,85.0,6300.0,144.0,4500,汽油,92#,多点电喷,铝,国VI,CVT无级变速(模拟8挡),,无级变速箱(CVT),190.0,,5.77,3年或10万公里,,,,,,,,,,,,,,,,,4666,1780,1450,2700,1564.0,1555.0,170.0,1262.0,三厢车,4.0,5.0,502.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg7891,1291.0,别克,,别克,sg7891,昂科拉,pcauto_m124520,昂科拉 2023款 PLUS 1.5T 乐趣版,2023,燃油,上汽通用别克,小型SUV,12.69,12.69万,,,1498.0,1.5,涡轮增压,直列,4.0,,184.0,135.0,,250.0,,汽油,92号(原93号),直喷,铝合金,国VI,无级变速,,无级变速,205.0,8.5,,三年或10万公里,,,,,,,,,,,,,,,,,4458,1813,1644,2640,,,,1390.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下+前后,,,,,织物,,手动,,
sg7989,39825.0,本田,9.0,本田,282,艾力绅,251051,2.0L e:HEV经典版,2022,插电混动,东风本田,中型MPV,24.98,24.98万,暂无报价,21.98万,1993.0,2.0,自然吸气,L,4.0,i-VTEC,146.0,107.0,6200.0,175.0,3500,油电混合,92#,多点电喷,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),160.0,,6.17,3年或10万公里,,135.0,315.0,135.0,315.0,,,158.0,,锂离子电池,,,,,,10.0,4951,1842,1711,2900,1560.0,1560.0,124.0,1941.0,MPV,5.0,7.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,皮织混搭,前 / 后,自动,46180,插电混动
sg7989,28732.0,本田,9.0,本田,282,艾力绅,251051,2.0L e:HEV经典版,2023,插电混动,东风本田,中型MPV,24.98,24.98万,暂无报价,21.98万,1993.0,2.0,自然吸气,L,4.0,i-VTEC,146.0,107.0,6200.0,175.0,3500,油电混合,92#,多点电喷,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),160.0,,6.17,3年或10万公里,,135.0,315.0,135.0,315.0,,,158.0,,锂离子电池,,,,,,10.0,4951,1842,1711,2900,1560.0,1560.0,124.0,1941.0,MPV,5.0,7.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,皮织混搭,前 / 后,自动,46180,插电混动
sg7989,19570.0,本田,9.0,本田,282,艾力绅,251051,2.0L e:HEV经典版,2024,插电混动,东风本田,中型MPV,24.98,24.98万,暂无报价,21.98万,1993.0,2.0,自然吸气,L,4.0,i-VTEC,146.0,107.0,6200.0,175.0,3500,油电混合,92#,多点电喷,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),160.0,,6.17,3年或10万公里,,135.0,315.0,135.0,315.0,,,158.0,,锂离子电池,,,,,,10.0,4951,1842,1711,2900,1560.0,1560.0,124.0,1941.0,MPV,5.0,7.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,皮织混搭,前 / 后,自动,46180,插电混动
sg7989,7751.0,本田,9.0,本田,282,艾力绅,251051,2.0L e:HEV经典版,2025,插电混动,东风本田,中型MPV,24.98,24.98万,暂无报价,21.98万,1993.0,2.0,自然吸气,L,4.0,i-VTEC,146.0,107.0,6200.0,175.0,3500,油电混合,92#,多点电喷,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),160.0,,6.17,3年或10万公里,,135.0,315.0,135.0,315.0,,,158.0,,锂离子电池,,,,,,10.0,4951,1842,1711,2900,1560.0,1560.0,124.0,1941.0,MPV,5.0,7.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,皮织混搭,前 / 后,自动,46180,插电混动
sg7989,1739.0,本田,9.0,本田,282,艾力绅,251051,2.0L e:HEV经典版,2026,插电混动,东风本田,中型MPV,24.98,24.98万,暂无报价,21.98万,1993.0,2.0,自然吸气,L,4.0,i-VTEC,146.0,107.0,6200.0,175.0,3500,油电混合,92#,多点电喷,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),160.0,,6.17,3年或10万公里,,135.0,315.0,135.0,315.0,,,158.0,,锂离子电池,,,,,,10.0,4951,1842,1711,2900,1560.0,1560.0,124.0,1941.0,MPV,5.0,7.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,皮织混搭,前 / 后,自动,46180,插电混动
sg8000,3293.0,现代,11.0,现代,1324,胜达,101310,2.0T 探索家Air,2022,燃油,北京现代,中型SUV,19.58,19.58万,18.50万,16.48万,1975.0,2.0,涡轮增压,L,4.0,,247.0,182.0,6000.0,353.0,1500,汽油,92#,缸内直喷,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),210.0,,,可选：3年或15万公里/5年或10万公里/7年或7万公里,,,,,,,,,,,,,,,,,4830,1900,1770,2815,1646.0,1656.0,132.0,1770.0,SUV,5.0,5.0,725.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,手动,46180,燃油
sg8000,7927.0,现代,11.0,现代,1324,胜达,101310,2.0T 探索家Air,2023,燃油,北京现代,中型SUV,19.58,19.58万,18.50万,16.48万,1975.0,2.0,涡轮增压,L,4.0,,247.0,182.0,6000.0,353.0,1500,汽油,92#,缸内直喷,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),210.0,,,可选：3年或15万公里/5年或10万公里/7年或7万公里,,,,,,,,,,,,,,,,,4830,1900,1770,2815,1646.0,1656.0,132.0,1770.0,SUV,5.0,5.0,725.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,手动,46180,燃油
sg8000,1902.0,现代,11.0,现代,1324,胜达,101310,2.0T 探索家Air,2024,燃油,北京现代,中型SUV,19.58,19.58万,18.50万,16.48万,1975.0,2.0,涡轮增压,L,4.0,,247.0,182.0,6000.0,353.0,1500,汽油,92#,缸内直喷,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),210.0,,,可选：3年或15万公里/5年或10万公里/7年或7万公里,,,,,,,,,,,,,,,,,4830,1900,1770,2815,1646.0,1656.0,132.0,1770.0,SUV,5.0,5.0,725.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,手动,46180,燃油
sg8000,2435.0,现代,11.0,现代,1324,胜达,101310,2.0T 探索家Air,2025,燃油,北京现代,中型SUV,19.58,19.58万,18.50万,16.48万,1975.0,2.0,涡轮增压,L,4.0,,247.0,182.0,6000.0,353.0,1500,汽油,92#,缸内直喷,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),210.0,,,可选：3年或15万公里/5年或10万公里/7年或7万公里,,,,,,,,,,,,,,,,,4830,1900,1770,2815,1646.0,1656.0,132.0,1770.0,SUV,5.0,5.0,725.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,手动,46180,燃油
sg8000,934.0,现代,11.0,现代,1324,胜达,255127,2.0T 探索家Air,2026,燃油,北京现代,中型SUV,19.58,19.58万,暂无报价,15.98万,1975.0,2.0,涡轮增压,L,4.0,,247.0,182.0,6000.0,353.0,1500,汽油,92#,缸内直喷,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),210.0,,,可选：3年或15万公里/5年或10万公里/7年或7万公里,,,,,,,,,,,,,,,,,4830,1900,1770,2815,1646.0,1656.0,132.0,1770.0,SUV,5.0,5.0,725.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,手动,46180,燃油
sg8120,33616.0,比亚迪,,比亚迪,sg8120,秦新能源,pcauto_m129620,秦新能源 2024款 标准版450,2022,纯电动,比亚迪,紧凑型车,16.88,16.88万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,150.0,,,,永磁同步,100.0,180.0,100.0,180.0,,,,,磷酸铁锂电池,52.8,450.0,11.5,,快充:0.5小时/慢充:待定,30.0,4675,1770,1500,2670,,,,1531.0,三厢车,4.0,5.0,,平开门,,,,,塑料,上下,,,,,仿皮,,手动,,
sg8120,30182.0,比亚迪,,比亚迪,sg8120,秦新能源,pcauto_m129620,秦新能源 2024款 标准版450,2023,纯电动,比亚迪,紧凑型车,16.88,16.88万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,150.0,,,,永磁同步,100.0,180.0,100.0,180.0,,,,,磷酸铁锂电池,52.8,450.0,11.5,,快充:0.5小时/慢充:待定,30.0,4675,1770,1500,2670,,,,1531.0,三厢车,4.0,5.0,,平开门,,,,,塑料,上下,,,,,仿皮,,手动,,
sg8120,7909.0,比亚迪,,比亚迪,sg8120,秦新能源,pcauto_m129620,秦新能源 2024款 标准版450,2024,纯电动,比亚迪,紧凑型车,16.88,16.88万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,150.0,,,,永磁同步,100.0,180.0,100.0,180.0,,,,,磷酸铁锂电池,52.8,450.0,11.5,,快充:0.5小时/慢充:待定,30.0,4675,1770,1500,2670,,,,1531.0,三厢车,4.0,5.0,,平开门,,,,,塑料,上下,,,,,仿皮,,手动,,
